id_cliente,ano_mes,tipo_transacao,valor_total,qtd_transacoes,validade_inicio,validade_fim,versao
306,2024-06-01,pagamento,3290.37,1,2025-03-28 20:19:33.356800,,1
306,2024-08-01,saque,1305.8,1,2025-03-28 20:19:33.356800,,1
306,2025-01-01,saque,959.88,1,2025-03-28 20:19:33.356800,,1
307,2023-07-01,DOC,8555.86,1,2025-03-28 20:19:33.356800,,1
307,2023-08-01,TED,2970.22,1,2025-03-28 20:19:33.356800,,1
307,2023-11-01,TED,6338.08,1,2025-03-28 20:19:33.356800,,1
307,2024-02-01,TED,2249.79,1,2025-03-28 20:19:33.356800,,1
307,2024-02-01,pagamento,3998.73,1,2025-03-28 20:19:33.356800,,1
307,2024-04-01,saque,1498.47,1,2025-03-28 20:19:33.356800,,1
307,2024-06-01,DOC,1315.13,1,2025-03-28 20:19:33.356800,,1
307,2024-07-01,DOC,2597.91,1,2025-03-28 20:19:33.356800,,1
307,2024-10-01,TED,1381.16,1,2025-03-28 20:19:33.356800,,1
308,2023-03-01,DOC,9614.9,1,2025-03-28 20:19:33.356800,,1
308,2023-06-01,DOC,7772.41,1,2025-03-28 20:19:33.356800,,1
308,2023-07-01,saque,357.39,1,2025-03-28 20:19:33.356800,,1
308,2023-09-01,pagamento,83.97,1,2025-03-28 20:19:33.356800,,1
308,2023-10-01,TED,6072.31,1,2025-03-28 20:19:33.356800,,1
308,2023-10-01,pagamento,3035.49,1,2025-03-28 20:19:33.356800,,1
308,2024-02-01,TED,3337.79,1,2025-03-28 20:19:33.356800,,1
308,2024-03-01,pagamento,2813.05,1,2025-03-28 20:19:33.356800,,1
308,2024-09-01,saque,465.21,1,2025-03-28 20:19:33.356800,,1
308,2025-02-01,TED,1682.9,1,2025-03-28 20:19:33.356800,,1
309,2023-06-01,saque,1766.94,1,2025-03-28 20:19:33.356800,,1
309,2023-09-01,DOC,4307.06,1,2025-03-28 20:19:33.356800,,1
309,2023-09-01,saque,554.58,1,2025-03-28 20:19:33.356800,,1
309,2023-10-01,saque,2556.1,2,2025-03-28 20:19:33.356800,,1
309,2024-01-01,TED,3510.83,1,2025-03-28 20:19:33.356800,,1
309,2024-04-01,DOC,9525.64,1,2025-03-28 20:19:33.356800,,1
309,2024-08-01,DOC,6473.34,1,2025-03-28 20:19:33.356800,,1
309,2024-08-01,saque,816.72,1,2025-03-28 20:19:33.356800,,1
310,2023-08-01,TED,518.2,1,2025-03-28 20:19:33.356800,,1
310,2023-12-01,saque,161.73,1,2025-03-28 20:19:33.356800,,1
310,2024-01-01,DOC,504.02,1,2025-03-28 20:19:33.356800,,1
310,2024-05-01,saque,251.93,1,2025-03-28 20:19:33.356800,,1
310,2024-07-01,DOC,3897.15,1,2025-03-28 20:19:33.356800,,1
310,2024-07-01,pagamento,1854.28,1,2025-03-28 20:19:33.356800,,1
311,2023-03-01,DOC,777.99,1,2025-03-28 20:19:33.356800,,1
311,2023-06-01,TED,7088.38,1,2025-03-28 20:19:33.356800,,1
311,2023-06-01,saque,1934.93,1,2025-03-28 20:19:33.356800,,1
311,2023-12-01,saque,1810.46,1,2025-03-28 20:19:33.356800,,1
311,2024-03-01,DOC,9236.4,1,2025-03-28 20:19:33.356800,,1
311,2024-05-01,DOC,1501.77,1,2025-03-28 20:19:33.356800,,1
311,2024-05-01,saque,1472.55,1,2025-03-28 20:19:33.356800,,1
311,2024-09-01,TED,9545.65,1,2025-03-28 20:19:33.356800,,1
311,2025-01-01,TED,5011.82,1,2025-03-28 20:19:33.356800,,1
311,2025-02-01,TED,9215.36,1,2025-03-28 20:19:33.356800,,1
312,2023-05-01,DOC,12320.5,2,2025-03-28 20:19:33.356800,,1
312,2023-09-01,DOC,2992.24,1,2025-03-28 20:19:33.356800,,1
312,2023-10-01,TED,9583.98,1,2025-03-28 20:19:33.356800,,1
312,2024-02-01,DOC,6752.8,1,2025-03-28 20:19:33.356800,,1
312,2024-05-01,saque,1627.59,1,2025-03-28 20:19:33.356800,,1
312,2024-06-01,saque,94.93,1,2025-03-28 20:19:33.356800,,1
312,2024-08-01,saque,1578.86,1,2025-03-28 20:19:33.356800,,1
312,2025-02-01,saque,604.91,1,2025-03-28 20:19:33.356800,,1
313,2023-06-01,TED,6511.88,1,2025-03-28 20:19:33.356800,,1
313,2023-08-01,saque,540.93,1,2025-03-28 20:19:33.356800,,1
313,2024-01-01,DOC,4171.66,1,2025-03-28 20:19:33.356800,,1
313,2024-05-01,saque,151.24,1,2025-03-28 20:19:33.356800,,1
313,2024-06-01,pagamento,1207.95,1,2025-03-28 20:19:33.356800,,1
313,2024-08-01,saque,1693.71,1,2025-03-28 20:19:33.356800,,1
314,2023-05-01,TED,4020.71,1,2025-03-28 20:19:33.356800,,1
314,2023-06-01,saque,581.93,1,2025-03-28 20:19:33.356800,,1
314,2023-07-01,pagamento,4314.32,1,2025-03-28 20:19:33.356800,,1
314,2023-08-01,TED,7767.91,1,2025-03-28 20:19:33.356800,,1
314,2023-08-01,pagamento,2364.32,1,2025-03-28 20:19:33.356800,,1
314,2023-12-01,TED,9959.92,1,2025-03-28 20:19:33.356800,,1
314,2023-12-01,pagamento,3882.01,1,2025-03-28 20:19:33.356800,,1
314,2024-02-01,DOC,1702.1,1,2025-03-28 20:19:33.356800,,1
314,2024-04-01,saque,1316.68,1,2025-03-28 20:19:33.356800,,1
314,2024-12-01,pagamento,3000.06,1,2025-03-28 20:19:33.356800,,1
314,2025-03-01,TED,7182.25,1,2025-03-28 20:19:33.356800,,1
315,2023-04-01,DOC,7793.61,1,2025-03-28 20:19:33.356800,,1
315,2023-09-01,TED,2492.38,2,2025-03-28 20:19:33.356800,,1
315,2024-03-01,TED,5184.22,1,2025-03-28 20:19:33.356800,,1
315,2024-04-01,pagamento,4041.76,1,2025-03-28 20:19:33.356800,,1
315,2024-10-01,saque,252.31,1,2025-03-28 20:19:33.356800,,1
315,2024-12-01,pagamento,4245.42,1,2025-03-28 20:19:33.356800,,1
315,2025-02-01,saque,900.31,1,2025-03-28 20:19:33.356800,,1
316,2023-07-01,saque,523.37,1,2025-03-28 20:19:33.356800,,1
316,2023-09-01,pagamento,115.24,1,2025-03-28 20:19:33.356800,,1
316,2023-10-01,DOC,9705.52,1,2025-03-28 20:19:33.356800,,1
316,2023-10-01,TED,2061.79,1,2025-03-28 20:19:33.356800,,1
316,2023-10-01,pagamento,4586.86,1,2025-03-28 20:19:33.356800,,1
316,2023-12-01,TED,8611.36,1,2025-03-28 20:19:33.356800,,1
316,2023-12-01,pagamento,4272.37,1,2025-03-28 20:19:33.356800,,1
316,2024-02-01,pagamento,3640.29,1,2025-03-28 20:19:33.356800,,1
316,2024-03-01,DOC,1241.28,1,2025-03-28 20:19:33.356800,,1
316,2024-04-01,pagamento,1203.82,1,2025-03-28 20:19:33.356800,,1
316,2024-08-01,saque,1854.39,1,2025-03-28 20:19:33.356800,,1
317,2023-04-01,TED,6739.81,1,2025-03-28 20:19:33.356800,,1
317,2023-04-01,saque,1851.79,2,2025-03-28 20:19:33.356800,,1
317,2023-08-01,TED,8470.63,1,2025-03-28 20:19:33.356800,,1
317,2023-09-01,pagamento,1613.37,1,2025-03-28 20:19:33.356800,,1
317,2023-11-01,DOC,8469.21,1,2025-03-28 20:19:33.356800,,1
317,2023-11-01,saque,356.31,1,2025-03-28 20:19:33.356800,,1
317,2023-12-01,pagamento,72.46,1,2025-03-28 20:19:33.356800,,1
317,2024-01-01,DOC,7614.53,1,2025-03-28 20:19:33.356800,,1
317,2024-04-01,TED,3684.86,1,2025-03-28 20:19:33.356800,,1
317,2024-06-01,saque,499.12,1,2025-03-28 20:19:33.356800,,1
317,2024-08-01,TED,2971.74,1,2025-03-28 20:19:33.356800,,1
317,2024-12-01,saque,1482.74,1,2025-03-28 20:19:33.356800,,1
318,2024-05-01,TED,8414.9,2,2025-03-28 20:19:33.356800,,1
318,2024-10-01,saque,749.04,1,2025-03-28 20:19:33.356800,,1
318,2024-11-01,pagamento,330.64,1,2025-03-28 20:19:33.356800,,1
318,2025-01-01,pagamento,355.37,1,2025-03-28 20:19:33.356800,,1
318,2025-02-01,DOC,9326.17,1,2025-03-28 20:19:33.356800,,1
319,2023-05-01,pagamento,1147.19,1,2025-03-28 20:19:33.356800,,1
319,2023-05-01,saque,232.52,1,2025-03-28 20:19:33.356800,,1
319,2023-09-01,pagamento,3705.04,1,2025-03-28 20:19:33.356800,,1
319,2023-09-01,saque,453.13,1,2025-03-28 20:19:33.356800,,1
319,2023-11-01,TED,2692.58,1,2025-03-28 20:19:33.356800,,1
319,2024-02-01,saque,429.67,1,2025-03-28 20:19:33.356800,,1
319,2024-05-01,DOC,7202.1,1,2025-03-28 20:19:33.356800,,1
319,2024-08-01,pagamento,2118.69,1,2025-03-28 20:19:33.356800,,1
319,2024-10-01,TED,5664.35,2,2025-03-28 20:19:33.356800,,1
319,2025-01-01,TED,6956.59,1,2025-03-28 20:19:33.356800,,1
319,2025-02-01,DOC,5238.04,1,2025-03-28 20:19:33.356800,,1
320,2023-03-01,DOC,5009.13,1,2025-03-28 20:19:33.356800,,1
320,2023-06-01,pagamento,2780.68,1,2025-03-28 20:19:33.356800,,1
320,2023-12-01,TED,6834.81,1,2025-03-28 20:19:33.356800,,1
320,2024-01-01,pagamento,4669.52,1,2025-03-28 20:19:33.356800,,1
320,2024-02-01,saque,1996.24,1,2025-03-28 20:19:33.356800,,1
320,2024-04-01,TED,2382.38,1,2025-03-28 20:19:33.356800,,1
320,2024-07-01,DOC,7021.82,1,2025-03-28 20:19:33.356800,,1
320,2024-07-01,TED,3079.34,1,2025-03-28 20:19:33.356800,,1
320,2024-10-01,saque,1999.63,1,2025-03-28 20:19:33.356800,,1
320,2025-02-01,DOC,6176.67,1,2025-03-28 20:19:33.356800,,1
321,2023-04-01,pagamento,2147.21,1,2025-03-28 20:19:33.356800,,1
321,2023-06-01,TED,8232.08,1,2025-03-28 20:19:33.356800,,1
321,2023-10-01,pagamento,973.57,1,2025-03-28 20:19:33.356800,,1
321,2024-01-01,DOC,5917.27,1,2025-03-28 20:19:33.356800,,1
321,2024-01-01,saque,1317.85,1,2025-03-28 20:19:33.356800,,1
321,2024-03-01,saque,54.38,1,2025-03-28 20:19:33.356800,,1
321,2024-08-01,TED,3814.64,1,2025-03-28 20:19:33.356800,,1
321,2024-12-01,TED,1214.89,1,2025-03-28 20:19:33.356800,,1
321,2025-02-01,saque,1089.17,1,2025-03-28 20:19:33.356800,,1
322,2023-05-01,TED,1004.92,1,2025-03-28 20:19:33.356800,,1
322,2023-08-01,saque,1770.58,1,2025-03-28 20:19:33.356800,,1
322,2023-09-01,pagamento,4934.3,1,2025-03-28 20:19:33.356800,,1
322,2023-12-01,TED,8826.61,1,2025-03-28 20:19:33.356800,,1
322,2023-12-01,pagamento,3741.76,1,2025-03-28 20:19:33.356800,,1
322,2024-01-01,saque,376.21,1,2025-03-28 20:19:33.356800,,1
322,2024-05-01,saque,1195.58,1,2025-03-28 20:19:33.356800,,1
322,2024-07-01,TED,6962.41,1,2025-03-28 20:19:33.356800,,1
322,2024-08-01,DOC,2784.57,2,2025-03-28 20:19:33.356800,,1
322,2024-12-01,DOC,9730.68,1,2025-03-28 20:19:33.356800,,1
322,2025-01-01,TED,886.6,1,2025-03-28 20:19:33.356800,,1
322,2025-01-01,pagamento,333.1,1,2025-03-28 20:19:33.356800,,1
323,2023-07-01,pagamento,264.53,1,2025-03-28 20:19:33.356800,,1
323,2023-12-01,DOC,2623.67,1,2025-03-28 20:19:33.356800,,1
323,2024-05-01,TED,2420.35,1,2025-03-28 20:19:33.356800,,1
323,2024-06-01,DOC,6067.06,1,2025-03-28 20:19:33.356800,,1
323,2024-07-01,DOC,6469.41,1,2025-03-28 20:19:33.356800,,1
324,2023-04-01,pagamento,1028.82,1,2025-03-28 20:19:33.356800,,1
324,2023-05-01,TED,1231.75,1,2025-03-28 20:19:33.356800,,1
324,2023-06-01,TED,2062.14,1,2025-03-28 20:19:33.356800,,1
324,2024-01-01,pagamento,1456.53,1,2025-03-28 20:19:33.356800,,1
324,2024-05-01,pagamento,1777.0,1,2025-03-28 20:19:33.356800,,1
324,2024-10-01,pagamento,1104.85,1,2025-03-28 20:19:33.356800,,1
324,2024-11-01,TED,4815.54,1,2025-03-28 20:19:33.356800,,1
324,2025-02-01,DOC,5808.55,1,2025-03-28 20:19:33.356800,,1
325,2023-05-01,DOC,7749.89,1,2025-03-28 20:19:33.356800,,1
325,2024-05-01,pagamento,1777.5,1,2025-03-28 20:19:33.356800,,1
325,2024-07-01,saque,263.84,1,2025-03-28 20:19:33.356800,,1
325,2024-11-01,TED,5633.46,1,2025-03-28 20:19:33.356800,,1
325,2024-11-01,saque,1684.9,1,2025-03-28 20:19:33.356800,,1
325,2025-01-01,TED,8630.51,1,2025-03-28 20:19:33.356800,,1
325,2025-03-01,pagamento,3110.12,2,2025-03-28 20:19:33.356800,,1
326,2023-06-01,DOC,5085.47,1,2025-03-28 20:19:33.356800,,1
326,2023-07-01,saque,745.96,1,2025-03-28 20:19:33.356800,,1
326,2023-08-01,DOC,2712.67,1,2025-03-28 20:19:33.356800,,1
326,2023-09-01,TED,3414.96,1,2025-03-28 20:19:33.356800,,1
326,2023-10-01,TED,4364.24,1,2025-03-28 20:19:33.356800,,1
326,2024-07-01,saque,1507.7,1,2025-03-28 20:19:33.356800,,1
326,2024-09-01,DOC,5928.76,1,2025-03-28 20:19:33.356800,,1
327,2023-05-01,DOC,2622.97,1,2025-03-28 20:19:33.356800,,1
327,2023-08-01,DOC,6746.19,1,2025-03-28 20:19:33.356800,,1
327,2023-08-01,pagamento,3870.94,1,2025-03-28 20:19:33.356800,,1
327,2023-10-01,TED,8085.56,1,2025-03-28 20:19:33.356800,,1
327,2023-12-01,saque,166.61,1,2025-03-28 20:19:33.356800,,1
327,2024-01-01,saque,1991.32,1,2025-03-28 20:19:33.356800,,1
327,2024-03-01,saque,669.31,1,2025-03-28 20:19:33.356800,,1
327,2024-08-01,saque,730.73,1,2025-03-28 20:19:33.356800,,1
327,2024-11-01,DOC,6970.54,1,2025-03-28 20:19:33.356800,,1
327,2024-12-01,DOC,7781.32,1,2025-03-28 20:19:33.356800,,1
327,2024-12-01,TED,6099.6,1,2025-03-28 20:19:33.356800,,1
327,2025-02-01,pagamento,4435.02,1,2025-03-28 20:19:33.356800,,1
328,2023-04-01,saque,584.65,1,2025-03-28 20:19:33.356800,,1
328,2023-05-01,TED,9543.69,1,2025-03-28 20:19:33.356800,,1
328,2023-07-01,saque,312.16,1,2025-03-28 20:19:33.356800,,1
328,2023-11-01,saque,1794.66,2,2025-03-28 20:19:33.356800,,1
328,2023-12-01,pagamento,1643.3,1,2025-03-28 20:19:33.356800,,1
328,2024-01-01,pagamento,1500.75,1,2025-03-28 20:19:33.356800,,1
328,2024-03-01,saque,776.28,1,2025-03-28 20:19:33.356800,,1
328,2024-05-01,DOC,4364.94,1,2025-03-28 20:19:33.356800,,1
328,2024-05-01,pagamento,4517.08,1,2025-03-28 20:19:33.356800,,1
328,2024-08-01,TED,898.39,1,2025-03-28 20:19:33.356800,,1
328,2024-10-01,TED,2343.02,1,2025-03-28 20:19:33.356800,,1
328,2024-11-01,DOC,5181.11,1,2025-03-28 20:19:33.356800,,1
328,2024-11-01,saque,375.89,1,2025-03-28 20:19:33.356800,,1
328,2024-12-01,DOC,1283.08,1,2025-03-28 20:19:33.356800,,1
329,2023-04-01,DOC,9106.89,1,2025-03-28 20:19:33.356800,,1
329,2023-06-01,DOC,7453.45,1,2025-03-28 20:19:33.356800,,1
329,2023-06-01,TED,6717.51,1,2025-03-28 20:19:33.356800,,1
329,2023-07-01,saque,391.86,1,2025-03-28 20:19:33.356800,,1
329,2023-09-01,pagamento,637.98,1,2025-03-28 20:19:33.356800,,1
329,2024-09-01,DOC,6115.17,1,2025-03-28 20:19:33.356800,,1
329,2024-11-01,saque,1769.47,2,2025-03-28 20:19:33.356800,,1
330,2024-02-01,pagamento,3527.83,1,2025-03-28 20:19:33.356800,,1
330,2024-03-01,DOC,1053.87,1,2025-03-28 20:19:33.356800,,1
330,2024-06-01,saque,1681.72,2,2025-03-28 20:19:33.356800,,1
330,2024-09-01,pagamento,1007.16,1,2025-03-28 20:19:33.356800,,1
330,2024-12-01,pagamento,4967.65,1,2025-03-28 20:19:33.356800,,1
330,2025-03-01,TED,6571.59,1,2025-03-28 20:19:33.356800,,1
331,2023-04-01,DOC,7270.31,1,2025-03-28 20:19:33.356800,,1
331,2023-06-01,DOC,8974.24,1,2025-03-28 20:19:33.356800,,1
331,2023-08-01,pagamento,4924.36,2,2025-03-28 20:19:33.356800,,1
331,2023-12-01,DOC,2955.51,1,2025-03-28 20:19:33.356800,,1
331,2024-05-01,TED,9984.62,1,2025-03-28 20:19:33.356800,,1
331,2024-08-01,saque,1067.64,2,2025-03-28 20:19:33.356800,,1
331,2024-11-01,pagamento,4008.41,1,2025-03-28 20:19:33.356800,,1
331,2025-03-01,saque,255.15,1,2025-03-28 20:19:33.356800,,1
332,2023-05-01,pagamento,420.47,1,2025-03-28 20:19:33.356800,,1
332,2023-08-01,DOC,5454.64,1,2025-03-28 20:19:33.356800,,1
332,2023-09-01,pagamento,1875.49,1,2025-03-28 20:19:33.356800,,1
332,2023-10-01,saque,189.64,1,2025-03-28 20:19:33.356800,,1
332,2024-06-01,TED,7196.16,1,2025-03-28 20:19:33.356800,,1
332,2024-10-01,DOC,3454.53,1,2025-03-28 20:19:33.356800,,1
333,2023-06-01,saque,766.68,1,2025-03-28 20:19:33.356800,,1
333,2023-07-01,saque,1552.57,1,2025-03-28 20:19:33.356800,,1
333,2023-08-01,DOC,6669.67,1,2025-03-28 20:19:33.356800,,1
333,2023-09-01,saque,1725.38,1,2025-03-28 20:19:33.356800,,1
333,2023-12-01,DOC,4239.87,1,2025-03-28 20:19:33.356800,,1
333,2023-12-01,TED,1825.25,1,2025-03-28 20:19:33.356800,,1
333,2024-04-01,DOC,7662.84,1,2025-03-28 20:19:33.356800,,1
333,2024-07-01,DOC,3473.19,1,2025-03-28 20:19:33.356800,,1
333,2024-08-01,pagamento,486.06,1,2025-03-28 20:19:33.356800,,1
333,2024-10-01,pagamento,3185.77,1,2025-03-28 20:19:33.356800,,1
333,2025-01-01,pagamento,2695.58,1,2025-03-28 20:19:33.356800,,1
333,2025-02-01,saque,1608.3,2,2025-03-28 20:19:33.356800,,1
334,2023-07-01,DOC,6498.0,1,2025-03-28 20:19:33.356800,,1
334,2023-07-01,pagamento,3741.62,1,2025-03-28 20:19:33.356800,,1
334,2023-08-01,DOC,8336.87,1,2025-03-28 20:19:33.356800,,1
334,2023-09-01,DOC,4605.48,1,2025-03-28 20:19:33.356800,,1
334,2023-10-01,DOC,3731.99,1,2025-03-28 20:19:33.356800,,1
334,2024-04-01,DOC,4371.58,1,2025-03-28 20:19:33.356800,,1
334,2024-05-01,DOC,1782.09,1,2025-03-28 20:19:33.356800,,1
334,2024-09-01,pagamento,4848.91,1,2025-03-28 20:19:33.356800,,1
334,2024-10-01,pagamento,876.58,1,2025-03-28 20:19:33.356800,,1
334,2025-02-01,DOC,6863.43,1,2025-03-28 20:19:33.356800,,1
334,2025-02-01,TED,2123.52,1,2025-03-28 20:19:33.356800,,1
335,2023-09-01,DOC,5042.02,1,2025-03-28 20:19:33.356800,,1
335,2023-10-01,pagamento,4890.98,1,2025-03-28 20:19:33.356800,,1
335,2023-12-01,pagamento,3799.87,1,2025-03-28 20:19:33.356800,,1
335,2024-08-01,TED,14892.1,2,2025-03-28 20:19:33.356800,,1
335,2024-09-01,pagamento,2586.57,1,2025-03-28 20:19:33.356800,,1
335,2024-09-01,saque,119.67,1,2025-03-28 20:19:33.356800,,1
335,2024-10-01,TED,4364.04,1,2025-03-28 20:19:33.356800,,1
335,2025-02-01,DOC,8469.23,1,2025-03-28 20:19:33.356800,,1
335,2025-03-01,pagamento,3171.37,1,2025-03-28 20:19:33.356800,,1
336,2023-03-01,saque,549.41,1,2025-03-28 20:19:33.356800,,1
336,2023-10-01,DOC,6863.96,1,2025-03-28 20:19:33.356800,,1
336,2024-02-01,TED,8245.82,1,2025-03-28 20:19:33.356800,,1
336,2024-05-01,TED,3515.45,1,2025-03-28 20:19:33.356800,,1
336,2024-06-01,saque,1070.15,1,2025-03-28 20:19:33.356800,,1
336,2024-07-01,DOC,8236.17,1,2025-03-28 20:19:33.356800,,1
336,2024-07-01,saque,1906.66,1,2025-03-28 20:19:33.356800,,1
336,2024-10-01,pagamento,173.27,1,2025-03-28 20:19:33.356800,,1
336,2025-02-01,DOC,1541.84,1,2025-03-28 20:19:33.356800,,1
336,2025-03-01,saque,320.64,1,2025-03-28 20:19:33.356800,,1
337,2023-05-01,DOC,8332.869999999999,2,2025-03-28 20:19:33.356800,,1
337,2023-06-01,saque,1900.56,1,2025-03-28 20:19:33.356800,,1
337,2024-03-01,saque,1987.07,1,2025-03-28 20:19:33.356800,,1
337,2024-06-01,saque,2554.8900000000003,2,2025-03-28 20:19:33.356800,,1
337,2024-07-01,saque,358.93,1,2025-03-28 20:19:33.356800,,1
337,2024-09-01,pagamento,655.71,1,2025-03-28 20:19:33.356800,,1
337,2024-10-01,TED,1338.22,1,2025-03-28 20:19:33.356800,,1
337,2025-01-01,DOC,3760.79,1,2025-03-28 20:19:33.356800,,1
338,2023-10-01,TED,657.85,1,2025-03-28 20:19:33.356800,,1
338,2024-03-01,TED,8620.76,1,2025-03-28 20:19:33.356800,,1
338,2024-03-01,saque,1007.07,1,2025-03-28 20:19:33.356800,,1
338,2024-05-01,DOC,6810.07,1,2025-03-28 20:19:33.356800,,1
338,2024-09-01,saque,174.09,1,2025-03-28 20:19:33.356800,,1
338,2025-01-01,DOC,7012.52,1,2025-03-28 20:19:33.356800,,1
339,2023-04-01,pagamento,2789.97,1,2025-03-28 20:19:33.356800,,1
339,2023-07-01,DOC,6575.27,1,2025-03-28 20:19:33.356800,,1
339,2023-10-01,pagamento,3049.61,1,2025-03-28 20:19:33.356800,,1
339,2024-04-01,DOC,14763.43,2,2025-03-28 20:19:33.356800,,1
339,2024-04-01,pagamento,2848.41,1,2025-03-28 20:19:33.356800,,1
339,2024-06-01,DOC,1446.41,1,2025-03-28 20:19:33.356800,,1
339,2024-07-01,pagamento,2160.28,1,2025-03-28 20:19:33.356800,,1
339,2024-08-01,TED,1089.43,1,2025-03-28 20:19:33.356800,,1
339,2024-09-01,TED,3629.81,1,2025-03-28 20:19:33.356800,,1
339,2024-10-01,pagamento,227.6,1,2025-03-28 20:19:33.356800,,1
339,2024-11-01,TED,5348.77,1,2025-03-28 20:19:33.356800,,1
339,2024-12-01,saque,854.8,1,2025-03-28 20:19:33.356800,,1
339,2025-01-01,pagamento,6580.45,2,2025-03-28 20:19:33.356800,,1
340,2023-06-01,saque,1561.53,1,2025-03-28 20:19:33.356800,,1
340,2023-07-01,DOC,1230.24,1,2025-03-28 20:19:33.356800,,1
340,2023-08-01,TED,3189.78,1,2025-03-28 20:19:33.356800,,1
340,2023-08-01,pagamento,1137.52,1,2025-03-28 20:19:33.356800,,1
340,2024-03-01,saque,999.22,1,2025-03-28 20:19:33.356800,,1
340,2024-08-01,TED,9888.34,2,2025-03-28 20:19:33.356800,,1
340,2024-08-01,pagamento,2490.43,1,2025-03-28 20:19:33.356800,,1
340,2024-10-01,saque,1039.98,1,2025-03-28 20:19:33.356800,,1
340,2024-12-01,DOC,11083.38,2,2025-03-28 20:19:33.356800,,1
341,2023-05-01,TED,1853.4,1,2025-03-28 20:19:33.356800,,1
341,2023-09-01,pagamento,4860.0,1,2025-03-28 20:19:33.356800,,1
341,2024-04-01,pagamento,3720.13,1,2025-03-28 20:19:33.356800,,1
341,2024-07-01,TED,8305.09,1,2025-03-28 20:19:33.356800,,1
341,2024-07-01,pagamento,620.53,1,2025-03-28 20:19:33.356800,,1
341,2024-07-01,saque,270.65,1,2025-03-28 20:19:33.356800,,1
341,2024-08-01,pagamento,565.42,1,2025-03-28 20:19:33.356800,,1
341,2025-01-01,DOC,8283.22,1,2025-03-28 20:19:33.356800,,1
342,2023-05-01,DOC,2051.96,1,2025-03-28 20:19:33.356800,,1
342,2023-06-01,saque,910.46,1,2025-03-28 20:19:33.356800,,1
342,2023-08-01,saque,1692.86,1,2025-03-28 20:19:33.356800,,1
342,2023-09-01,pagamento,3863.19,1,2025-03-28 20:19:33.356800,,1
342,2024-03-01,saque,2338.55,2,2025-03-28 20:19:33.356800,,1
342,2024-05-01,DOC,1030.15,1,2025-03-28 20:19:33.356800,,1
342,2024-07-01,saque,2701.77,2,2025-03-28 20:19:33.356800,,1
342,2024-10-01,DOC,4254.26,1,2025-03-28 20:19:33.356800,,1
342,2025-02-01,saque,176.95,1,2025-03-28 20:19:33.356800,,1
343,2023-04-01,DOC,6636.08,1,2025-03-28 20:19:33.356800,,1
343,2023-06-01,saque,136.56,1,2025-03-28 20:19:33.356800,,1
343,2023-07-01,DOC,8917.43,2,2025-03-28 20:19:33.356800,,1
343,2023-08-01,TED,8646.86,1,2025-03-28 20:19:33.356800,,1
343,2023-09-01,saque,1596.93,1,2025-03-28 20:19:33.356800,,1
343,2023-10-01,DOC,8479.92,1,2025-03-28 20:19:33.356800,,1
343,2023-11-01,TED,8228.71,1,2025-03-28 20:19:33.356800,,1
343,2024-01-01,saque,1178.4,1,2025-03-28 20:19:33.356800,,1
343,2024-04-01,pagamento,5823.2300000000005,2,2025-03-28 20:19:33.356800,,1
343,2024-05-01,TED,3072.97,1,2025-03-28 20:19:33.356800,,1
343,2024-06-01,TED,2449.92,1,2025-03-28 20:19:33.356800,,1
343,2024-07-01,TED,8440.42,1,2025-03-28 20:19:33.356800,,1
343,2024-08-01,saque,406.07,1,2025-03-28 20:19:33.356800,,1
343,2024-09-01,DOC,1781.17,1,2025-03-28 20:19:33.356800,,1
343,2024-11-01,DOC,3526.74,1,2025-03-28 20:19:33.356800,,1
344,2023-12-01,DOC,8287.26,1,2025-03-28 20:19:33.356800,,1
344,2024-01-01,TED,6523.5,1,2025-03-28 20:19:33.356800,,1
344,2024-02-01,pagamento,545.06,1,2025-03-28 20:19:33.356800,,1
344,2024-06-01,pagamento,1247.25,1,2025-03-28 20:19:33.356800,,1
344,2024-12-01,TED,2942.31,1,2025-03-28 20:19:33.356800,,1
345,2023-03-01,pagamento,2371.23,1,2025-03-28 20:19:33.356800,,1
345,2023-05-01,pagamento,4965.49,1,2025-03-28 20:19:33.356800,,1
345,2023-08-01,saque,964.97,1,2025-03-28 20:19:33.356800,,1
345,2024-03-01,pagamento,707.67,1,2025-03-28 20:19:33.356800,,1
345,2024-03-01,saque,817.03,1,2025-03-28 20:19:33.356800,,1
345,2024-04-01,DOC,2525.5,1,2025-03-28 20:19:33.356800,,1
346,2023-05-01,DOC,1397.6,1,2025-03-28 20:19:33.356800,,1
346,2023-05-01,saque,1870.08,1,2025-03-28 20:19:33.356800,,1
346,2023-08-01,TED,6067.46,1,2025-03-28 20:19:33.356800,,1
346,2023-09-01,DOC,12052.81,2,2025-03-28 20:19:33.356800,,1
346,2023-12-01,pagamento,4448.78,1,2025-03-28 20:19:33.356800,,1
346,2024-02-01,TED,5758.48,1,2025-03-28 20:19:33.356800,,1
346,2024-06-01,saque,1278.86,1,2025-03-28 20:19:33.356800,,1
346,2024-07-01,pagamento,813.84,1,2025-03-28 20:19:33.356800,,1
346,2024-09-01,TED,5487.43,1,2025-03-28 20:19:33.356800,,1
346,2024-12-01,pagamento,4954.28,1,2025-03-28 20:19:33.356800,,1
346,2025-03-01,DOC,4401.87,1,2025-03-28 20:19:33.356800,,1
346,2025-03-01,saque,504.09,1,2025-03-28 20:19:33.356800,,1
