id_contrato,id_cliente,valor_contrato,saldo_devedor,data_contratacao,prazo_meses,status_contrato,data_carga
730,850,41370.03,38079.72,2020-11-11,36,inadimplente,2025-03-28 18:36:55.490957
731,562,63506.22,31079.4,2020-06-25,36,liquidado,2025-03-28 18:36:55.490957
732,559,86484.98,33954.14,2022-07-29,60,liquidado,2025-03-28 18:36:55.490957
733,884,54881.48,53950.97,2022-04-14,48,liquidado,2025-03-28 18:36:55.490957
734,889,17988.04,7505.0,2023-01-30,60,inadimplente,2025-03-28 18:36:55.490957
735,927,13066.92,7723.89,2020-04-21,36,liquidado,2025-03-28 18:36:55.490957
736,386,8263.04,6314.63,2022-09-11,60,ativo,2025-03-28 18:36:55.490957
737,445,78721.33,34401.13,2024-11-28,24,liquidado,2025-03-28 18:36:55.490957
738,128,42478.01,26362.7,2022-01-29,24,inadimplente,2025-03-28 18:36:55.490957
739,130,93151.58,71033.57,2021-01-10,12,inadimplente,2025-03-28 18:36:55.490957
740,985,44090.97,41643.21,2020-04-26,36,ativo,2025-03-28 18:36:55.490957
741,165,21219.97,12585.28,2024-06-17,12,liquidado,2025-03-28 18:36:55.490957
742,265,55828.52,36795.77,2024-02-02,24,inadimplente,2025-03-28 18:36:55.490957
743,157,12915.99,4486.02,2024-01-31,24,inadimplente,2025-03-28 18:36:55.490957
744,961,23952.29,19015.58,2024-06-06,48,ativo,2025-03-28 18:36:55.490957
745,82,8227.36,6753.18,2023-08-10,12,liquidado,2025-03-28 18:36:55.490957
746,105,75188.52,70864.32,2022-08-15,24,inadimplente,2025-03-28 18:36:55.490957
747,882,19797.66,6479.19,2020-10-01,60,liquidado,2025-03-28 18:36:55.490957
748,694,34783.2,21250.04,2023-08-09,60,liquidado,2025-03-28 18:36:55.490957
749,977,86283.12,78191.92,2020-07-23,36,liquidado,2025-03-28 18:36:55.490957
750,762,53961.7,17612.47,2022-01-27,24,liquidado,2025-03-28 18:36:55.490957
751,775,75702.37,35884.7,2021-09-11,12,liquidado,2025-03-28 18:36:55.490957
752,817,85895.53,31623.03,2022-04-17,60,liquidado,2025-03-28 18:36:55.490957
753,846,86017.38,45427.24,2023-02-11,24,inadimplente,2025-03-28 18:36:55.490957
754,696,82068.06,43999.27,2023-01-03,36,liquidado,2025-03-28 18:36:55.490957
755,840,31474.1,14755.55,2022-04-04,36,liquidado,2025-03-28 18:36:55.490957
756,831,7081.09,3234.27,2024-04-27,60,liquidado,2025-03-28 18:36:55.490957
757,459,90624.6,58459.2,2020-12-22,12,liquidado,2025-03-28 18:36:55.490957
758,610,84159.78,45238.07,2024-05-04,24,inadimplente,2025-03-28 18:36:55.490957
759,122,30508.55,15995.05,2022-11-12,12,inadimplente,2025-03-28 18:36:55.490957
760,110,91664.95,73565.97,2020-09-26,36,ativo,2025-03-28 18:36:55.490957
761,940,3055.05,2543.7,2023-03-31,12,ativo,2025-03-28 18:36:55.490957
762,477,12747.4,5357.91,2020-06-28,12,inadimplente,2025-03-28 18:36:55.490957
763,789,86104.89,36006.22,2020-04-26,60,liquidado,2025-03-28 18:36:55.490957
764,680,22016.28,8385.8,2023-05-08,48,liquidado,2025-03-28 18:36:55.490957
765,704,91011.01,79519.72,2022-10-31,48,ativo,2025-03-28 18:36:55.490957
766,327,50867.13,46537.88,2022-09-29,60,liquidado,2025-03-28 18:36:55.490957
767,590,45099.84,32226.32,2023-03-06,24,liquidado,2025-03-28 18:36:55.490957
768,434,31720.54,20692.63,2023-02-05,12,ativo,2025-03-28 18:36:55.490957
769,438,12704.02,7381.65,2022-09-21,36,liquidado,2025-03-28 18:36:55.490957
770,902,41938.14,13750.17,2023-01-18,24,ativo,2025-03-28 18:36:55.490957
771,391,26830.94,26260.28,2021-04-11,12,inadimplente,2025-03-28 18:36:55.490957
772,548,18730.4,10761.6,2022-05-28,12,ativo,2025-03-28 18:36:55.490957
773,829,50865.17,44781.97,2023-03-28,60,liquidado,2025-03-28 18:36:55.490957
774,547,63139.22,27428.39,2021-06-02,24,ativo,2025-03-28 18:36:55.490957
775,169,53579.84,44042.76,2025-03-22,24,inadimplente,2025-03-28 18:36:55.490957
776,594,92483.23,80851.32,2024-05-10,60,liquidado,2025-03-28 18:36:55.490957
777,180,63928.89,35107.86,2020-08-11,24,liquidado,2025-03-28 18:36:55.490957
778,670,81624.01,46320.52,2023-11-11,12,ativo,2025-03-28 18:36:55.490957
779,74,96806.54,73615.16,2020-06-14,36,ativo,2025-03-28 18:36:55.490957
780,32,36887.7,32343.07,2023-09-18,12,liquidado,2025-03-28 18:36:55.490957
781,187,80292.93,34213.7,2024-05-21,48,liquidado,2025-03-28 18:36:55.490957
782,199,41897.63,18415.76,2023-03-05,48,liquidado,2025-03-28 18:36:55.490957
783,512,69314.64,36131.71,2022-03-29,24,ativo,2025-03-28 18:36:55.490957
784,101,36679.01,13239.28,2021-02-08,12,ativo,2025-03-28 18:36:55.490957
785,344,15569.16,7918.23,2022-01-08,12,ativo,2025-03-28 18:36:55.490957
786,825,1598.66,1021.07,2024-04-27,12,ativo,2025-03-28 18:36:55.490957
787,273,17007.76,16600.98,2023-04-14,24,inadimplente,2025-03-28 18:36:55.490957
788,341,55121.05,50663.69,2023-04-22,24,ativo,2025-03-28 18:36:55.490957
789,913,20350.34,8473.08,2021-01-25,60,ativo,2025-03-28 18:36:55.490957
790,82,20925.12,19317.35,2023-11-26,60,inadimplente,2025-03-28 18:36:55.490957
791,132,95254.18,77779.75,2023-06-12,36,ativo,2025-03-28 18:36:55.490957
792,205,26449.21,16544.65,2022-08-11,60,inadimplente,2025-03-28 18:36:55.490957
793,531,9623.82,6170.5,2024-05-10,24,liquidado,2025-03-28 18:36:55.490957
794,686,96193.52,58812.4,2025-03-08,60,inadimplente,2025-03-28 18:36:55.490957
795,450,91804.84,63115.0,2020-07-04,48,ativo,2025-03-28 18:36:55.490957
796,588,81368.87,43881.77,2020-06-02,36,ativo,2025-03-28 18:36:55.490957
797,567,83460.8,82629.34,2024-02-05,48,ativo,2025-03-28 18:36:55.490957
798,630,62697.83,51358.24,2023-02-17,60,liquidado,2025-03-28 18:36:55.490957
799,830,45149.6,14177.71,2024-10-17,24,ativo,2025-03-28 18:36:55.490957
800,487,36341.26,27049.56,2023-05-16,12,liquidado,2025-03-28 18:36:55.490957
801,811,12171.48,8733.08,2023-02-16,12,liquidado,2025-03-28 18:36:55.490957
802,121,48777.52,22009.49,2025-01-23,48,ativo,2025-03-28 18:36:55.490957
803,922,95756.35,57355.52,2022-11-20,12,liquidado,2025-03-28 18:36:55.490957
804,556,54027.82,39591.78,2024-12-01,24,liquidado,2025-03-28 18:36:55.490957
805,661,21392.02,6431.73,2022-09-12,24,liquidado,2025-03-28 18:36:55.490957
806,457,36438.16,19442.04,2024-03-07,12,liquidado,2025-03-28 18:36:55.490957
807,304,55515.39,22605.93,2021-01-07,36,liquidado,2025-03-28 18:36:55.490957
808,899,49743.87,39327.8,2022-02-22,48,liquidado,2025-03-28 18:36:55.490957
809,784,31631.87,30230.81,2023-03-31,60,liquidado,2025-03-28 18:36:55.490957
810,18,33456.44,29141.29,2023-05-14,60,inadimplente,2025-03-28 18:36:55.490957
811,1000,47870.13,42996.15,2021-03-28,48,inadimplente,2025-03-28 18:36:55.490957
812,565,9725.31,8205.82,2022-11-23,36,ativo,2025-03-28 18:36:55.490957
813,523,28137.92,24743.72,2022-11-16,60,inadimplente,2025-03-28 18:36:55.490957
814,693,53999.43,40214.8,2024-09-29,60,liquidado,2025-03-28 18:36:55.490957
815,529,52289.64,43066.34,2023-05-16,12,inadimplente,2025-03-28 18:36:55.490957
816,422,85935.56,65899.62,2021-11-14,36,inadimplente,2025-03-28 18:36:55.490957
817,526,27243.05,21449.4,2024-06-23,48,inadimplente,2025-03-28 18:36:55.490957
818,238,53690.06,46986.81,2022-05-19,12,ativo,2025-03-28 18:36:55.490957
819,963,30974.74,20837.63,2024-02-15,48,inadimplente,2025-03-28 18:36:55.490957
820,516,18284.4,14539.73,2021-02-25,60,liquidado,2025-03-28 18:36:55.490957
821,121,97012.07,78515.92,2023-10-04,24,ativo,2025-03-28 18:36:55.490957
822,330,59579.98,25882.52,2021-01-29,36,inadimplente,2025-03-28 18:36:55.490957
823,447,3451.72,1636.71,2024-11-14,24,liquidado,2025-03-28 18:36:55.490957
824,651,14500.66,11739.86,2021-08-24,60,ativo,2025-03-28 18:36:55.490957
825,874,44188.36,33619.18,2024-11-20,24,ativo,2025-03-28 18:36:55.490957
826,854,56258.95,30543.08,2024-12-27,48,inadimplente,2025-03-28 18:36:55.490957
827,135,29500.09,23815.05,2023-06-04,60,liquidado,2025-03-28 18:36:55.490957
828,556,85369.03,28056.85,2020-06-10,12,inadimplente,2025-03-28 18:36:55.490957
829,242,7247.53,3821.09,2021-12-26,60,liquidado,2025-03-28 18:36:55.490957
830,853,28853.71,17898.04,2023-08-15,12,inadimplente,2025-03-28 18:36:55.490957
831,18,8414.69,3149.72,2023-02-12,48,liquidado,2025-03-28 18:36:55.490957
832,283,26279.98,23115.44,2024-03-06,24,liquidado,2025-03-28 18:36:55.490957
833,794,47159.07,40290.58,2021-07-09,12,liquidado,2025-03-28 18:36:55.490957
834,343,12679.28,4204.52,2025-01-06,12,ativo,2025-03-28 18:36:55.490957
835,258,26978.43,16057.53,2021-11-03,24,inadimplente,2025-03-28 18:36:55.490957
836,435,58183.69,40707.34,2024-07-17,60,liquidado,2025-03-28 18:36:55.490957
837,684,23904.41,13935.53,2020-04-28,12,inadimplente,2025-03-28 18:36:55.490957
838,194,97037.37,87872.17,2022-11-25,60,ativo,2025-03-28 18:36:55.490957
839,836,84969.97,66244.47,2020-07-07,36,liquidado,2025-03-28 18:36:55.490957
840,279,27255.65,11415.52,2020-12-25,48,liquidado,2025-03-28 18:36:55.490957
841,821,12216.66,5135.14,2021-05-23,60,liquidado,2025-03-28 18:36:55.490957
842,414,7324.1,3824.44,2020-10-01,36,liquidado,2025-03-28 18:36:55.490957
843,616,56362.6,37217.33,2022-04-16,48,liquidado,2025-03-28 18:36:55.490957
844,971,74600.08,50204.28,2023-05-16,60,liquidado,2025-03-28 18:36:55.490957
845,972,8891.79,6919.41,2020-12-11,24,liquidado,2025-03-28 18:36:55.490957
846,88,35240.03,11440.7,2023-02-01,48,ativo,2025-03-28 18:36:55.490957
847,544,16898.78,11425.91,2023-09-15,36,liquidado,2025-03-28 18:36:55.490957
848,820,62727.03,24582.82,2020-06-06,24,inadimplente,2025-03-28 18:36:55.490957
849,362,48155.91,37023.62,2024-10-14,48,inadimplente,2025-03-28 18:36:55.490957
850,255,62922.33,25697.5,2024-12-21,12,inadimplente,2025-03-28 18:36:55.490957
851,620,62045.58,20365.45,2020-05-18,60,ativo,2025-03-28 18:36:55.490957
852,496,26000.51,15859.81,2020-07-22,60,inadimplente,2025-03-28 18:36:55.490957
853,635,21149.95,17730.91,2024-12-16,48,inadimplente,2025-03-28 18:36:55.490957
854,821,32472.56,9941.28,2023-10-09,24,ativo,2025-03-28 18:36:55.490957
855,256,88638.65,31971.48,2024-10-28,48,ativo,2025-03-28 18:36:55.490957
856,950,63821.09,46897.68,2021-10-18,36,ativo,2025-03-28 18:36:55.490957
857,482,93604.05,77316.6,2024-02-29,24,ativo,2025-03-28 18:36:55.490957
858,368,81493.22,30108.54,2020-10-01,48,ativo,2025-03-28 18:36:55.490957
859,545,22300.41,16485.08,2022-03-19,60,inadimplente,2025-03-28 18:36:55.490957
860,586,4212.66,1958.52,2023-10-08,60,ativo,2025-03-28 18:36:55.490957
861,595,24983.46,11053.72,2021-03-20,48,inadimplente,2025-03-28 18:36:55.490957
862,914,5652.26,3036.22,2024-02-22,48,liquidado,2025-03-28 18:36:55.490957
863,420,63258.42,47334.16,2023-06-11,60,liquidado,2025-03-28 18:36:55.490957
864,939,94820.93,42967.17,2021-10-24,24,ativo,2025-03-28 18:36:55.490957
865,974,39981.76,29016.68,2023-08-28,60,liquidado,2025-03-28 18:36:55.490957
866,207,29877.65,28294.63,2022-09-02,48,ativo,2025-03-28 18:36:55.490957
867,866,47956.56,20027.33,2023-08-17,24,ativo,2025-03-28 18:36:55.490957
868,368,95440.58,86459.61,2023-11-19,24,liquidado,2025-03-28 18:36:55.490957
869,935,2649.39,1423.41,2024-12-31,48,ativo,2025-03-28 18:36:55.490957
870,59,41662.42,27215.81,2022-07-24,24,ativo,2025-03-28 18:36:55.490957
871,472,13974.8,11992.84,2022-09-13,36,inadimplente,2025-03-28 18:36:55.490957
872,610,85826.7,53797.43,2022-01-28,24,ativo,2025-03-28 18:36:55.490957
873,367,72018.91,43967.14,2023-10-02,48,liquidado,2025-03-28 18:36:55.490957
874,420,75935.84,59411.04,2021-06-18,24,ativo,2025-03-28 18:36:55.490957
875,754,48575.43,16910.45,2024-08-09,60,inadimplente,2025-03-28 18:36:55.490957
876,44,21195.47,18620.76,2022-05-08,60,inadimplente,2025-03-28 18:36:55.490957
877,151,97212.68,64046.7,2022-12-24,12,liquidado,2025-03-28 18:36:55.490957
878,37,85927.92,44118.16,2022-09-25,24,liquidado,2025-03-28 18:36:55.490957
879,62,51805.8,41484.36,2025-02-26,36,ativo,2025-03-28 18:36:55.490957
880,300,23520.68,9792.35,2021-12-20,48,inadimplente,2025-03-28 18:36:55.490957
881,546,82233.92,25081.3,2021-07-19,24,ativo,2025-03-28 18:36:55.490957
882,973,6195.69,3811.37,2024-03-14,24,liquidado,2025-03-28 18:36:55.490957
883,987,98387.45,32971.87,2024-02-05,12,ativo,2025-03-28 18:36:55.490957
884,743,63955.17,53473.42,2020-12-04,12,ativo,2025-03-28 18:36:55.490957
885,145,77674.07,30611.62,2020-03-25,48,ativo,2025-03-28 18:36:55.490957
886,296,43406.83,13845.68,2020-06-11,48,liquidado,2025-03-28 18:36:55.490957
887,673,12081.52,8779.09,2024-05-27,60,inadimplente,2025-03-28 18:36:55.490957
888,945,98682.07,46934.32,2022-10-16,12,ativo,2025-03-28 18:36:55.490957
889,71,34245.82,25018.24,2022-12-24,48,liquidado,2025-03-28 18:36:55.490957
890,694,89153.65,43141.87,2024-08-29,60,liquidado,2025-03-28 18:36:55.490957
891,943,28972.48,14350.24,2020-08-31,12,ativo,2025-03-28 18:36:55.490957
892,237,6441.66,4541.24,2022-08-30,12,inadimplente,2025-03-28 18:36:55.490957
893,153,44516.73,29261.83,2020-10-18,48,ativo,2025-03-28 18:36:55.490957
894,866,31018.76,30292.64,2022-12-19,36,ativo,2025-03-28 18:36:55.490957
895,973,35372.02,30275.89,2020-06-16,60,liquidado,2025-03-28 18:36:55.490957
896,275,94888.59,34532.62,2020-03-31,24,liquidado,2025-03-28 18:36:55.490957
897,315,54216.47,16803.72,2020-05-27,24,inadimplente,2025-03-28 18:36:55.490957
898,574,69597.98,56597.93,2022-03-02,24,ativo,2025-03-28 18:36:55.490957
899,758,54283.79,36550.71,2024-06-08,48,ativo,2025-03-28 18:36:55.490957
900,388,97768.2,87729.56,2024-08-30,48,ativo,2025-03-28 18:36:55.490957
901,969,27894.75,10394.41,2024-01-14,60,liquidado,2025-03-28 18:36:55.490957
902,938,99038.23,72093.81,2023-01-12,12,liquidado,2025-03-28 18:36:55.490957
903,344,81901.91,25353.82,2023-04-28,12,inadimplente,2025-03-28 18:36:55.490957
904,288,43748.9,37066.08,2022-03-07,48,ativo,2025-03-28 18:36:55.490957
905,419,58072.4,31327.08,2024-05-06,48,ativo,2025-03-28 18:36:55.490957
906,725,23213.92,15162.22,2023-03-03,36,inadimplente,2025-03-28 18:36:55.490957
907,96,65181.46,42874.13,2023-08-06,24,liquidado,2025-03-28 18:36:55.490957
908,928,57548.72,52047.18,2020-04-06,12,ativo,2025-03-28 18:36:55.490957
909,82,86929.98,61561.55,2023-01-20,24,inadimplente,2025-03-28 18:36:55.490957
910,932,10152.5,6299.93,2022-03-01,12,inadimplente,2025-03-28 18:36:55.490957
911,713,25155.53,24569.76,2023-02-20,36,liquidado,2025-03-28 18:36:55.490957
912,389,51881.59,40627.76,2022-03-22,48,ativo,2025-03-28 18:36:55.490957
913,412,32778.71,21904.89,2023-12-06,48,ativo,2025-03-28 18:36:55.490957
914,678,11534.76,10095.53,2023-01-17,12,ativo,2025-03-28 18:36:55.490957
915,135,32247.69,20758.28,2024-08-25,60,liquidado,2025-03-28 18:36:55.490957
916,810,31637.49,31081.71,2024-07-07,24,liquidado,2025-03-28 18:36:55.490957
917,586,52727.18,39477.76,2020-12-03,12,inadimplente,2025-03-28 18:36:55.490957
918,318,1268.11,1134.91,2024-03-06,36,inadimplente,2025-03-28 18:36:55.490957
919,999,68010.36,23454.48,2021-12-31,60,liquidado,2025-03-28 18:36:55.490957
920,179,21886.02,19459.64,2020-04-10,24,ativo,2025-03-28 18:36:55.490957
921,416,22541.21,8873.23,2024-03-21,24,inadimplente,2025-03-28 18:36:55.490957
922,579,7823.86,4995.42,2024-05-24,12,inadimplente,2025-03-28 18:36:55.490957
923,269,54935.31,21312.18,2023-07-09,12,liquidado,2025-03-28 18:36:55.490957
924,723,41703.29,33063.29,2024-07-18,36,ativo,2025-03-28 18:36:55.490957
925,723,14792.63,13407.43,2023-04-13,36,inadimplente,2025-03-28 18:36:55.490957
926,259,44995.17,23050.94,2022-10-17,36,inadimplente,2025-03-28 18:36:55.490957
927,56,51086.65,43138.05,2021-06-20,48,liquidado,2025-03-28 18:36:55.490957
928,846,2247.04,1687.84,2021-06-16,48,ativo,2025-03-28 18:36:55.490957
929,355,63927.57,63611.8,2021-04-05,60,liquidado,2025-03-28 18:36:55.490957
930,820,18426.45,16701.05,2023-12-11,36,inadimplente,2025-03-28 18:36:55.490957
931,835,30097.76,18432.72,2022-12-23,60,inadimplente,2025-03-28 18:36:55.490957
932,551,6204.87,2314.98,2022-05-31,60,ativo,2025-03-28 18:36:55.490957
933,120,46338.36,26772.1,2020-08-19,60,inadimplente,2025-03-28 18:36:55.490957
934,259,26810.17,17769.67,2021-05-09,60,liquidado,2025-03-28 18:36:55.490957
935,874,71731.51,43845.12,2025-02-11,36,ativo,2025-03-28 18:36:55.490957
936,839,30348.04,28853.54,2024-06-04,48,ativo,2025-03-28 18:36:55.490957
937,738,26552.66,16589.83,2020-07-21,12,ativo,2025-03-28 18:36:55.490957
938,395,17191.83,8817.46,2022-05-20,24,liquidado,2025-03-28 18:36:55.490957
939,852,12282.62,9221.0,2022-05-07,60,ativo,2025-03-28 18:36:55.490957
940,49,64994.33,40352.02,2021-11-17,60,inadimplente,2025-03-28 18:36:55.490957
941,786,64257.34,22940.71,2021-03-05,36,inadimplente,2025-03-28 18:36:55.490957
942,832,54997.37,21635.49,2024-09-24,48,liquidado,2025-03-28 18:36:55.490957
943,87,17172.09,6405.52,2023-08-20,36,liquidado,2025-03-28 18:36:55.490957
944,668,52895.43,40563.11,2023-06-02,36,ativo,2025-03-28 18:36:55.490957
945,375,44131.53,17227.2,2023-07-27,48,ativo,2025-03-28 18:36:55.490957
946,859,32258.6,23712.11,2023-12-09,24,inadimplente,2025-03-28 18:36:55.490957
947,426,90041.84,35429.12,2023-09-12,60,inadimplente,2025-03-28 18:36:55.490957
948,988,61427.23,54331.26,2020-12-22,24,inadimplente,2025-03-28 18:36:55.490957
949,147,73856.12,36379.25,2022-04-05,60,liquidado,2025-03-28 18:36:55.490957
950,179,44239.02,27640.55,2024-08-01,60,inadimplente,2025-03-28 18:36:55.490957
951,97,99821.79,35184.39,2022-12-06,12,ativo,2025-03-28 18:36:55.490957
952,551,97469.49,95804.84,2023-09-18,36,inadimplente,2025-03-28 18:36:55.490957
953,111,64984.68,48942.53,2022-05-28,36,inadimplente,2025-03-28 18:36:55.490957
954,671,26254.25,21988.29,2022-10-28,36,liquidado,2025-03-28 18:36:55.490957
955,596,4954.85,2743.03,2023-11-06,24,liquidado,2025-03-28 18:36:55.490957
956,492,59676.91,52367.96,2020-04-15,12,liquidado,2025-03-28 18:36:55.490957
957,930,47433.47,45061.27,2023-08-10,24,liquidado,2025-03-28 18:36:55.490957
958,76,40398.07,38460.39,2024-11-28,12,inadimplente,2025-03-28 18:36:55.490957
959,970,66519.26,57993.03,2024-06-30,60,ativo,2025-03-28 18:36:55.490957
960,346,71816.91,35025.13,2020-05-14,60,liquidado,2025-03-28 18:36:55.490957
961,271,65895.49,21604.36,2020-04-14,60,inadimplente,2025-03-28 18:36:55.490957
962,948,71857.86,70489.37,2023-07-01,36,ativo,2025-03-28 18:36:55.490957
963,834,67405.74,58972.04,2021-05-14,24,liquidado,2025-03-28 18:36:55.490957
964,358,84045.09,76815.9,2022-10-29,12,ativo,2025-03-28 18:36:55.490957
965,199,20056.82,7447.4,2022-03-02,36,liquidado,2025-03-28 18:36:55.490957
966,959,3473.42,2794.39,2021-04-07,24,liquidado,2025-03-28 18:36:55.490957
967,31,63556.14,42514.93,2022-08-24,12,inadimplente,2025-03-28 18:36:55.490957
968,606,75908.01,53720.44,2024-01-20,48,ativo,2025-03-28 18:36:55.490957
969,886,40713.65,39225.86,2022-09-29,12,ativo,2025-03-28 18:36:55.490957
970,848,53019.07,19969.3,2020-06-20,60,ativo,2025-03-28 18:36:55.490957
971,505,35611.83,25549.44,2021-09-24,60,liquidado,2025-03-28 18:36:55.490957
972,541,73787.62,54451.94,2022-02-16,48,inadimplente,2025-03-28 18:36:55.490957
973,221,67847.85,30132.41,2020-04-15,48,ativo,2025-03-28 18:36:55.490957
974,283,69692.45,35826.76,2022-12-12,12,ativo,2025-03-28 18:36:55.490957
975,923,96310.53,71254.67,2024-10-27,48,ativo,2025-03-28 18:36:55.490957
976,694,33528.49,24193.47,2024-10-15,24,liquidado,2025-03-28 18:36:55.490957
977,565,78364.75,62087.93,2023-10-22,24,liquidado,2025-03-28 18:36:55.490957
978,805,50225.69,48478.58,2025-03-21,48,ativo,2025-03-28 18:36:55.490957
979,961,32102.04,31157.59,2020-03-30,48,ativo,2025-03-28 18:36:55.490957
980,478,21781.89,18563.59,2024-09-09,36,liquidado,2025-03-28 18:36:55.490957
981,960,49942.71,46965.35,2023-03-03,12,inadimplente,2025-03-28 18:36:55.490957
982,458,76138.71,49523.18,2024-06-01,36,ativo,2025-03-28 18:36:55.490957
983,243,24055.04,9856.13,2022-10-18,12,liquidado,2025-03-28 18:36:55.490957
984,779,83436.68,53848.76,2024-11-28,48,inadimplente,2025-03-28 18:36:55.490957
985,837,41141.7,40683.49,2022-12-29,24,liquidado,2025-03-28 18:36:55.490957
986,103,90707.62,30732.8,2024-05-14,36,inadimplente,2025-03-28 18:36:55.490957
987,259,26637.2,24376.3,2024-04-30,12,ativo,2025-03-28 18:36:55.490957
988,176,65999.71,61702.46,2021-03-16,48,liquidado,2025-03-28 18:36:55.490957
989,629,94625.8,73218.99,2022-10-25,12,inadimplente,2025-03-28 18:36:55.490957
990,112,82012.47,43874.84,2022-01-19,12,liquidado,2025-03-28 18:36:55.490957
991,595,79762.26,31822.63,2023-11-26,36,ativo,2025-03-28 18:36:55.490957
992,372,84161.86,57355.26,2023-05-14,48,ativo,2025-03-28 18:36:55.490957
993,466,36052.39,27366.45,2021-03-29,24,ativo,2025-03-28 18:36:55.490957
994,612,68584.44,50760.29,2022-04-06,60,liquidado,2025-03-28 18:36:55.490957
995,602,46101.11,42582.75,2024-11-18,36,ativo,2025-03-28 18:36:55.490957
996,479,99170.81,41109.41,2024-04-08,48,liquidado,2025-03-28 18:36:55.490957
997,910,98015.59,97027.64,2024-10-26,24,inadimplente,2025-03-28 18:36:55.490957
998,947,80057.03,30015.01,2023-02-21,36,inadimplente,2025-03-28 18:36:55.490957
999,229,81893.6,50269.77,2022-02-14,60,inadimplente,2025-03-28 18:36:55.490957
1000,270,44338.74,22934.64,2025-02-14,12,liquidado,2025-03-28 18:36:55.490957
1001,106,45478.18,43583.92,2023-02-03,60,ativo,2025-03-28 18:36:55.490957
1002,362,74005.71,35299.7,2022-09-22,48,liquidado,2025-03-28 18:36:55.490957
1003,9,27871.66,8433.73,2020-04-19,24,liquidado,2025-03-28 18:36:55.490957
1004,921,26458.08,21260.96,2024-10-26,60,inadimplente,2025-03-28 18:36:55.490957
1005,861,30656.08,19019.67,2023-12-11,12,inadimplente,2025-03-28 18:36:55.490957
1006,720,93607.06,92283.69,2023-02-26,24,liquidado,2025-03-28 18:36:55.490957
1007,874,11637.6,3629.06,2021-03-11,24,liquidado,2025-03-28 18:36:55.490957
1008,255,18557.78,5658.82,2024-02-15,12,liquidado,2025-03-28 18:36:55.490957
1009,461,27251.9,20820.5,2022-06-26,48,ativo,2025-03-28 18:36:55.490957
1010,520,50784.68,43501.0,2022-07-22,60,inadimplente,2025-03-28 18:36:55.490957
1011,557,96470.97,39997.85,2020-06-10,36,liquidado,2025-03-28 18:36:55.490957
1012,114,27900.04,24305.65,2020-09-01,12,ativo,2025-03-28 18:36:55.490957
1013,798,10160.33,5888.95,2021-05-10,36,liquidado,2025-03-28 18:36:55.490957
1014,580,42199.93,17579.52,2024-07-08,48,inadimplente,2025-03-28 18:36:55.490957
1015,311,6380.46,1996.9,2020-10-06,12,inadimplente,2025-03-28 18:36:55.490957
1016,47,92947.58,60204.04,2020-08-13,60,liquidado,2025-03-28 18:36:55.490957
1017,106,71149.77,57795.73,2022-09-09,36,inadimplente,2025-03-28 18:36:55.490957
1018,985,75531.9,49097.53,2023-11-18,36,ativo,2025-03-28 18:36:55.490957
1019,515,47978.82,41801.05,2020-04-17,60,liquidado,2025-03-28 18:36:55.490957
1020,811,39639.26,36615.39,2021-10-04,48,ativo,2025-03-28 18:36:55.490957
1021,484,60826.14,45072.97,2022-07-19,24,liquidado,2025-03-28 18:36:55.490957
1022,597,63050.28,20186.23,2025-02-22,48,liquidado,2025-03-28 18:36:55.490957
1023,693,24411.02,10937.47,2020-09-09,60,liquidado,2025-03-28 18:36:55.490957
1024,264,88315.58,85786.13,2022-06-01,36,ativo,2025-03-28 18:36:55.490957
1025,275,41270.6,34405.35,2023-12-31,36,inadimplente,2025-03-28 18:36:55.490957
1026,923,2977.32,2115.75,2024-08-29,36,liquidado,2025-03-28 18:36:55.490957
1027,682,75303.87,61936.97,2023-11-04,12,inadimplente,2025-03-28 18:36:55.490957
1028,229,73489.7,34034.06,2020-08-29,24,ativo,2025-03-28 18:36:55.490957
1029,106,63175.02,55654.52,2020-04-18,24,ativo,2025-03-28 18:36:55.490957
1030,534,74154.12,23760.38,2024-12-22,36,inadimplente,2025-03-28 18:36:55.490957
1031,865,49302.12,21839.83,2024-01-27,24,ativo,2025-03-28 18:36:55.490957
1032,551,51231.59,31202.74,2020-11-05,12,liquidado,2025-03-28 18:36:55.490957
1033,898,91758.84,78965.15,2020-11-09,24,liquidado,2025-03-28 18:36:55.490957
1034,923,72210.76,52939.36,2022-01-18,12,inadimplente,2025-03-28 18:36:55.490957
1035,446,25336.04,23825.75,2021-11-05,24,inadimplente,2025-03-28 18:36:55.490957
1036,652,63522.89,43199.27,2020-07-27,24,ativo,2025-03-28 18:36:55.490957
1037,653,46411.81,19824.43,2020-03-30,36,ativo,2025-03-28 18:36:55.490957
1038,79,47361.76,42492.48,2023-12-07,24,inadimplente,2025-03-28 18:36:55.490957
1039,186,42473.44,28121.26,2022-03-27,24,inadimplente,2025-03-28 18:36:55.490957
1040,838,36516.82,27087.52,2023-07-16,36,inadimplente,2025-03-28 18:36:55.490957
1041,210,96617.83,40806.49,2022-10-04,60,inadimplente,2025-03-28 18:36:55.490957
1042,651,29654.2,18852.29,2021-01-22,12,inadimplente,2025-03-28 18:36:55.490957
1043,604,61835.45,57180.99,2024-04-11,60,ativo,2025-03-28 18:36:55.490957
1044,130,3442.33,2013.17,2021-02-28,36,liquidado,2025-03-28 18:36:55.490957
1045,356,99603.37,85696.28,2023-08-20,60,inadimplente,2025-03-28 18:36:55.490957
