id_operacao,id_cliente,produto,regiao,data_inicio,valor_contratado,prazo_meses,taxa_juros_aa,data_vencimento,atraso_max_dias,default,ead,perda_real,lgd,renda_cliente,idade_cliente,score_credito,estado_civil,grau_instrucao,tempo_emprego,profissao,tipo_residencia,numero_dependentes,tem_cartao_credito,tem_outros_creditos,possui_veiculo,possui_imovel
O001665,C02134,Crédito Pessoal,Nordeste,2021-06-22 04:21:58.011850,1709.21,60,22.78,2026-06-22 04:21:58.011850,0,0,0.0,0.0,0.0,11256.89,48,523.0,Solteiro,Médio,12.1,Autônomo,Alugada,1,Sim,Não,Sim,Não
O001666,C01072,Financiamento Auto,Sul,2023-05-30 06:28:08.633738,16140.75,12,12.98,2024-05-30 06:28:08.633738,60,0,0.0,0.0,0.0,5821.74,49,337.0,Viúvo,Fundamental,11.2,Gerente,Outros,0,Sim,Sim,Não,Não
O001667,C02538,Cheque Especial,Nordeste,2022-04-09 00:35:22.616755,20486.49,48,14.59,2026-04-09 00:35:22.616755,0,0,0.0,0.0,0.0,4142.73,67,599.0,Viúvo,Superior,27.8,Vendedor,Cedido,0,Sim,Sim,Não,Sim
O001668,C01889,Financiamento Auto,Nordeste,2021-05-08 19:42:15.039097,9130.7,60,6.71,2026-05-08 19:42:15.039097,60,0,0.0,0.0,0.0,14939.54,49,668.0,Casado,Pós-graduação,1.3,Aposentado,Própria,4,Sim,Sim,Não,Sim
O001669,C02472,Consignado,Centro-Oeste,2021-09-06 11:03:17.347878,42828.75,48,18.85,2025-09-06 11:03:17.347878,0,0,0.0,0.0,0.0,19334.53,34,552.0,Viúvo,Médio,19.1,Estudante,Outros,3,Sim,Não,Sim,Sim
O001670,C02435,Consignado,Centro-Oeste,2023-03-27 02:08:58.575242,2162.24,36,19.24,2026-03-27 02:08:58.575242,0,0,0.0,0.0,0.0,19281.01,38,455.0,Viúvo,Mestrado/Doutorado,13.7,Gerente,Financiada,1,Sim,Não,Não,Sim
O001671,C00926,Consignado,Norte,2021-02-25 10:38:10.670720,24439.14,60,13.17,2026-02-25 10:38:10.670720,15,0,0.0,0.0,0.0,1915.68,25,801.0,Casado,Fundamental,30.0,Autônomo,Financiada,4,Não,Não,Sim,Sim
O001672,C00240,Financiamento Auto,Norte,2023-05-30 11:33:39.651244,3246.13,24,22.78,2025-05-30 11:33:39.651244,0,0,0.0,0.0,0.0,4776.55,73,493.0,União Estável,Superior,20.7,Gerente,Financiada,5,Não,Não,Não,Não
O001673,C02306,Cheque Especial,Sudeste,2022-08-20 16:51:11.430509,27063.54,60,5.97,2027-08-20 16:51:11.430509,90,1,18615.874515075506,14045.72,0.75,8844.78,19,403.0,Divorciado,Médio,21.1,Vendedor,Alugada,5,Sim,Não,Não,Não
O001674,C00044,Crédito Pessoal,Centro-Oeste,2022-10-26 00:55:34.573062,23450.64,60,11.15,2027-10-26 00:55:34.573062,0,0,0.0,0.0,0.0,18322.43,19,642.0,Casado,Fundamental,7.0,Engenheiro,Cedido,2,Sim,Não,Sim,Não
O001675,C01192,Cheque Especial,Sul,2020-10-29 20:03:21.744969,39117.53,36,9.14,2023-10-29 20:03:21.744969,30,0,0.0,0.0,0.0,12270.15,48,804.0,Divorciado,Fundamental,12.5,Aposentado,Alugada,0,Sim,Sim,Sim,Não
O001676,C01811,Cheque Especial,Centro-Oeste,2021-01-01 01:28:30.001607,34638.91,12,18.96,2022-01-01 01:28:30.001607,30,0,0.0,0.0,0.0,13715.6,47,724.0,Casado,Médio,17.5,Estudante,Financiada,1,Sim,Não,Não,Não
O001677,C01215,Cartão de Crédito,Centro-Oeste,2021-11-06 18:20:09.607161,42275.79,36,9.09,2024-11-06 18:20:09.607161,0,0,0.0,0.0,0.0,14333.12,28,523.0,Divorciado,Médio,23.2,Autônomo,Cedido,1,Sim,Sim,Não,Não
O001678,C00664,Cheque Especial,Nordeste,2019-12-22 05:54:08.001656,27445.15,36,19.05,2022-12-22 05:54:08.001656,90,1,25865.36616772803,18747.78,0.72,5888.7,37,574.0,Casado,Médio,2.6,Vendedor,Alugada,1,Não,Sim,Não,Sim
O001679,C01586,Crédito Pessoal,Nordeste,2021-10-06 15:09:51.069623,41210.64,36,20.93,2024-10-06 15:09:51.069623,60,0,0.0,0.0,0.0,4024.14,65,609.0,Solteiro,Fundamental,8.6,Aposentado,Alugada,0,Sim,Sim,Não,Não
O001680,C01849,Cartão de Crédito,Norte,2019-05-15 04:41:26.299451,36097.21,48,20.66,2023-05-15 04:41:26.299451,60,0,0.0,0.0,0.0,17908.11,50,572.0,Divorciado,Fundamental,3.2,Estudante,Outros,3,Sim,Sim,Sim,Não
O001681,C00754,Cheque Especial,Sudeste,2021-07-09 06:23:31.832147,39085.29,24,5.56,2023-07-09 06:23:31.832147,0,0,0.0,0.0,0.0,7695.75,19,369.0,União Estável,Fundamental,17.1,Gerente,Cedido,2,Sim,Sim,Sim,Não
O001682,C00105,Cartão de Crédito,Sudeste,2022-10-27 00:54:00.807038,30233.52,48,23.61,2026-10-27 00:54:00.807038,0,0,0.0,0.0,0.0,18289.98,46,368.0,Viúvo,Superior,2.1,Engenheiro,Outros,5,Não,Não,Não,Não
O001683,C00927,Cheque Especial,Centro-Oeste,2020-05-25 11:45:56.447749,36119.02,60,19.29,2025-05-25 11:45:56.447749,30,0,0.0,0.0,0.0,6470.53,57,751.0,Viúvo,Médio,11.7,Gerente,Outros,4,Sim,Não,Sim,Não
O001684,C01899,Consignado,Sul,2023-12-11 02:10:21.673876,20384.89,36,21.26,2026-12-11 02:10:21.673876,0,0,0.0,0.0,0.0,8074.61,64,712.0,Divorciado,Pós-graduação,8.2,Autônomo,Própria,1,Sim,Não,Não,Não
O001685,C01373,Consignado,Nordeste,2022-05-26 17:27:37.573942,4706.61,12,17.91,2023-05-26 17:27:37.573942,90,1,4213.063806451982,2413.18,0.57,17306.12,22,359.0,União Estável,Superior,28.0,Gerente,Alugada,3,Sim,Sim,Não,Sim
O001686,C00954,Cheque Especial,Sul,2019-08-05 19:55:21.590016,21120.98,36,15.58,2022-08-05 19:55:21.590016,0,0,0.0,0.0,0.0,18416.62,73,619.0,Casado,Pós-graduação,21.1,Aposentado,Outros,1,Sim,Sim,Não,Não
O001687,C01674,Cartão de Crédito,Nordeste,2023-11-15 12:37:38.334445,9083.32,48,17.89,2027-11-15 12:37:38.334445,90,1,8540.87458234772,5269.35,0.62,16409.62,66,757.0,Viúvo,Pós-graduação,16.5,Engenheiro,Própria,3,Sim,Não,Sim,Não
O001688,C01343,Crédito Pessoal,Centro-Oeste,2020-12-19 20:58:57.423047,31654.27,24,12.2,2022-12-19 20:58:57.423047,90,1,30379.833494013306,21049.17,0.69,17563.04,38,370.0,Viúvo,Mestrado/Doutorado,0.5,Gerente,Financiada,5,Sim,Não,Sim,Não
O001689,C02743,Consignado,Sudeste,2022-12-21 16:29:54.971107,13530.5,48,14.16,2026-12-21 16:29:54.971107,0,0,0.0,0.0,0.0,5122.91,62,454.0,Casado,Superior,29.2,Analista,Outros,5,Sim,Sim,Não,Não
O001690,C02105,Cartão de Crédito,Centro-Oeste,2020-09-10 19:56:10.096520,47928.0,36,19.25,2023-09-10 19:56:10.096520,0,0,0.0,0.0,0.0,16175.33,45,331.0,Casado,Mestrado/Doutorado,28.5,Analista,Própria,0,Sim,Não,Sim,Não
O001691,C00240,Crédito Pessoal,Nordeste,2023-09-10 13:56:50.037524,13924.09,24,18.35,2025-09-10 13:56:50.037524,0,0,0.0,0.0,0.0,4776.55,73,493.0,União Estável,Superior,20.7,Gerente,Financiada,5,Não,Não,Não,Não
O001692,C02475,Cartão de Crédito,Sudeste,2022-10-09 19:28:28.367128,5357.57,12,16.87,2023-10-09 19:28:28.367128,0,0,0.0,0.0,0.0,11367.65,65,566.0,Solteiro,Pós-graduação,11.1,Professor,Alugada,2,Sim,Sim,Não,Sim
O001693,C02665,Cheque Especial,Sul,2019-12-30 06:44:06.763190,44090.86,48,5.98,2023-12-30 06:44:06.763190,0,0,0.0,0.0,0.0,12743.41,23,687.0,Viúvo,Fundamental,28.0,Vendedor,Alugada,1,Não,Não,Sim,Sim
O001694,C02625,Consignado,Sul,2021-07-18 03:33:58.358387,21013.36,48,10.76,2025-07-18 03:33:58.358387,0,0,0.0,0.0,0.0,8480.38,61,435.0,Viúvo,Superior,29.9,Estudante,Financiada,3,Sim,Sim,Sim,Não
O001695,C02188,Consignado,Norte,2021-07-01 15:24:43.835019,18111.44,60,17.07,2026-07-01 15:24:43.835019,0,0,0.0,0.0,0.0,15672.2,28,556.0,União Estável,Fundamental,4.5,Vendedor,Outros,0,Sim,Sim,Não,Não
O001696,C02110,Consignado,Sul,2019-03-24 16:17:12.617008,44326.72,24,14.27,2021-03-24 16:17:12.617008,0,0,0.0,0.0,0.0,19695.15,39,740.0,Casado,Pós-graduação,0.9,Estudante,Outros,3,Sim,Sim,Sim,Sim
O001697,C00152,Cheque Especial,Norte,2019-09-08 02:11:35.384127,32846.01,48,11.76,2023-09-08 02:11:35.384127,0,0,0.0,0.0,0.0,5931.89,51,378.0,Divorciado,Superior,11.7,Professor,Alugada,0,Sim,Sim,Não,Não
O001698,C00130,Crédito Pessoal,Sudeste,2020-08-30 19:10:58.420024,26842.5,60,19.34,2025-08-30 19:10:58.420024,90,1,22537.515840173874,14706.63,0.65,10948.83,49,388.0,União Estável,Médio,21.6,Aposentado,Cedido,0,Não,Sim,Não,Não
O001699,C02479,Crédito Pessoal,Centro-Oeste,2021-05-14 13:59:37.634314,16692.88,12,12.74,2022-05-14 13:59:37.634314,0,0,0.0,0.0,0.0,3809.19,74,353.0,Viúvo,Médio,16.3,Gerente,Alugada,3,Sim,Sim,Sim,Sim
O001700,C01464,Consignado,Centro-Oeste,2021-04-14 00:05:56.027724,14978.46,48,23.17,2025-04-14 00:05:56.027724,180,1,12307.32734323073,5478.6,0.45,13670.14,66,760.0,Viúvo,Fundamental,29.4,Aposentado,Cedido,3,Sim,Sim,Não,Sim
O001701,C01236,Crédito Pessoal,Sudeste,2022-01-11 10:12:39.172632,29185.81,48,15.63,2026-01-11 10:12:39.172632,180,1,21395.261319283665,13666.16,0.64,8317.74,69,482.0,Casado,Pós-graduação,7.7,Professor,Financiada,4,Não,Não,Sim,Não
O001702,C00400,Consignado,Sudeste,2021-07-29 19:09:03.844979,25319.03,36,14.67,2024-07-29 19:09:03.844979,0,0,0.0,0.0,0.0,15459.04,49,541.0,Viúvo,Pós-graduação,24.9,Analista,Alugada,5,Sim,Não,Não,Sim
O001703,C02722,Crédito Pessoal,Nordeste,2020-08-21 12:54:14.855327,14162.14,48,11.74,2024-08-21 12:54:14.855327,0,0,0.0,0.0,0.0,15989.17,23,400.0,Casado,Fundamental,22.2,Estudante,Financiada,5,Não,Sim,Sim,Não
O001704,C01741,Consignado,Sul,2022-01-23 20:23:01.329479,9610.38,12,7.68,2023-01-23 20:23:01.329479,0,0,0.0,0.0,0.0,16809.45,30,604.0,Casado,Médio,10.7,Estudante,Alugada,1,Não,Sim,Não,Sim
O001705,C01938,Crédito Pessoal,Sul,2019-10-24 13:35:22.593876,40991.47,60,5.19,2024-10-24 13:35:22.593876,0,0,0.0,0.0,0.0,16763.41,48,589.0,Viúvo,Fundamental,20.2,Gerente,Cedido,5,Não,Não,Não,Não
O001706,C00541,Cartão de Crédito,Sul,2023-12-13 20:58:09.498641,34543.47,24,18.54,2025-12-13 20:58:09.498641,0,0,0.0,0.0,0.0,19149.94,20,680.0,Solteiro,Superior,3.0,Gerente,Alugada,4,Sim,Não,Não,Sim
O001707,C00182,Consignado,Norte,2022-09-11 06:11:16.775246,49668.0,12,6.31,2023-09-11 06:11:16.775246,0,0,0.0,0.0,0.0,3599.26,71,683.0,Divorciado,Pós-graduação,6.6,Gerente,Outros,2,Sim,Sim,Sim,Sim
O001708,C01075,Consignado,Sul,2020-06-30 02:27:51.129865,26032.11,24,11.5,2022-06-30 02:27:51.129865,30,0,0.0,0.0,0.0,19772.86,20,648.0,Viúvo,Médio,4.2,Analista,Outros,2,Sim,Sim,Não,Sim
O001709,C01771,Financiamento Auto,Nordeste,2020-09-05 21:09:25.935277,49722.2,12,22.51,2021-09-05 21:09:25.935277,15,0,0.0,0.0,0.0,9999.77,39,596.0,Divorciado,Mestrado/Doutorado,28.0,Professor,Cedido,0,Sim,Não,Não,Sim
O001710,C02574,Consignado,Centro-Oeste,2023-02-20 15:04:30.377759,23310.91,60,14.56,2028-02-20 15:04:30.377759,0,0,0.0,0.0,0.0,10314.08,54,495.0,Solteiro,Mestrado/Doutorado,5.3,Estudante,Financiada,5,Sim,Sim,Sim,Não
O001711,C02398,Crédito Pessoal,Centro-Oeste,2021-08-29 12:29:04.374828,26980.36,36,22.67,2024-08-29 12:29:04.374828,30,0,0.0,0.0,0.0,1970.78,62,370.0,União Estável,Pós-graduação,21.7,Engenheiro,Própria,4,Sim,Sim,Sim,Não
O001712,C01082,Cartão de Crédito,Norte,2022-07-17 10:48:12.678740,10850.8,60,6.23,2027-07-17 10:48:12.678740,0,0,0.0,0.0,0.0,3154.1,42,380.0,Viúvo,Fundamental,1.5,Analista,Cedido,1,Não,Sim,Sim,Não
O001713,C00419,Cartão de Crédito,Nordeste,2020-07-01 02:49:36.247795,7900.7,24,21.87,2022-07-01 02:49:36.247795,0,0,0.0,0.0,0.0,13941.59,71,457.0,Divorciado,Fundamental,4.1,Autônomo,Outros,2,Sim,Não,Não,Não
O001714,C01161,Crédito Pessoal,Sudeste,2023-01-28 17:47:56.025886,47040.86,24,23.63,2025-01-28 17:47:56.025886,0,0,0.0,0.0,0.0,16777.61,69,379.0,Casado,Médio,26.7,Vendedor,Alugada,5,Sim,Sim,Não,Não
O001715,C00640,Cheque Especial,Centro-Oeste,2020-11-03 06:04:19.459635,49070.18,48,23.27,2024-11-03 06:04:19.459635,0,0,0.0,0.0,0.0,8479.76,47,820.0,Divorciado,Fundamental,2.0,Autônomo,Cedido,2,Sim,Sim,Sim,Não
O001716,C02085,Consignado,Nordeste,2022-05-14 16:43:11.965145,27604.21,36,11.73,2025-05-14 16:43:11.965145,60,0,0.0,0.0,0.0,11465.98,44,495.0,Casado,Pós-graduação,5.8,Estudante,Própria,5,Sim,Sim,Não,Não
O001717,C00494,Cartão de Crédito,Sudeste,2023-11-24 07:32:01.556330,13976.57,60,6.9,2028-11-24 07:32:01.556330,0,0,0.0,0.0,0.0,4980.24,71,452.0,Casado,Mestrado/Doutorado,16.4,Engenheiro,Alugada,0,Sim,Sim,Não,Sim
O001718,C00359,Crédito Pessoal,Norte,2021-12-01 06:09:13.726717,47594.44,60,23.3,2026-12-01 06:09:13.726717,60,0,0.0,0.0,0.0,18894.26,71,540.0,Divorciado,Fundamental,8.5,Estudante,Financiada,3,Sim,Sim,Não,Não
O001719,C01804,Cartão de Crédito,Sul,2022-12-25 01:51:39.060506,39939.02,24,8.15,2024-12-25 01:51:39.060506,120,1,21625.409603790406,7126.89,0.33,6985.91,26,729.0,Casado,Médio,20.9,Autônomo,Cedido,1,Não,Sim,Não,Não
O001720,C01109,Cartão de Crédito,Nordeste,2022-08-16 17:12:01.835176,9400.51,36,15.92,2025-08-16 17:12:01.835176,0,0,0.0,0.0,0.0,14376.38,44,508.0,União Estável,Superior,16.4,Analista,Alugada,4,Não,Não,Não,Não
O001721,C02699,Crédito Pessoal,Centro-Oeste,2022-06-09 16:18:42.921653,15267.86,60,13.15,2027-06-09 16:18:42.921653,60,0,0.0,0.0,0.0,15818.84,36,453.0,União Estável,Superior,12.7,Aposentado,Outros,3,Não,Sim,Sim,Não
O001722,C00539,Financiamento Auto,Norte,2019-02-18 15:08:43.394697,708.22,36,24.16,2022-02-18 15:08:43.394697,30,0,0.0,0.0,0.0,9835.07,59,578.0,União Estável,Mestrado/Doutorado,24.7,Estudante,Própria,4,Não,Não,Não,Não
O001723,C00344,Cartão de Crédito,Nordeste,2021-05-16 03:03:04.956932,29309.12,36,13.32,2024-05-16 03:03:04.956932,0,0,0.0,0.0,0.0,9526.26,66,807.0,Solteiro,Mestrado/Doutorado,3.0,Aposentado,Própria,1,Sim,Não,Sim,Sim
O001724,C02793,Cartão de Crédito,Norte,2023-10-31 21:41:47.372409,26556.61,60,12.41,2028-10-31 21:41:47.372409,0,0,0.0,0.0,0.0,12036.49,73,630.0,Casado,Mestrado/Doutorado,10.7,Estudante,Própria,1,Sim,Sim,Não,Sim
O001725,C02219,Cheque Especial,Sudeste,2022-11-29 19:11:41.368906,8612.5,36,16.74,2025-11-29 19:11:41.368906,120,1,6228.035283793918,3819.32,0.61,17645.95,33,461.0,União Estável,Superior,29.3,Estudante,Alugada,3,Sim,Sim,Sim,Não
O001726,C01714,Financiamento Auto,Nordeste,2022-11-17 11:53:48.129132,17296.67,12,15.56,2023-11-17 11:53:48.129132,30,0,0.0,0.0,0.0,10006.31,22,817.0,Solteiro,Mestrado/Doutorado,2.9,Autônomo,Cedido,1,Sim,Sim,Não,Não
O001727,C00866,Cheque Especial,Sul,2021-11-20 04:23:11.539864,46991.42,24,14.04,2023-11-20 04:23:11.539864,30,0,0.0,0.0,0.0,11853.35,60,849.0,Casado,Superior,23.6,Aposentado,Cedido,1,Não,Não,Não,Não
O001728,C02068,Crédito Pessoal,Sudeste,2022-08-09 13:19:29.706882,32625.18,36,15.05,2025-08-09 13:19:29.706882,360,1,22227.19650568111,17137.54,0.77,6284.49,18,457.0,União Estável,Mestrado/Doutorado,6.6,Gerente,Outros,4,Sim,Não,Sim,Não
O001729,C01933,Consignado,Sul,2021-11-30 22:19:10.324872,43218.48,36,6.97,2024-11-30 22:19:10.324872,0,0,0.0,0.0,0.0,11872.21,53,606.0,União Estável,Fundamental,12.6,Estudante,Financiada,4,Sim,Sim,Sim,Não
O001730,C02351,Crédito Pessoal,Norte,2019-11-08 04:25:41.896213,41996.42,12,23.7,2020-11-08 04:25:41.896213,0,0,0.0,0.0,0.0,13267.78,32,701.0,União Estável,Fundamental,11.9,Estudante,Financiada,4,Sim,Não,Sim,Não
O001731,C00776,Financiamento Auto,Sul,2022-02-21 23:18:20.023801,46072.64,48,10.01,2026-02-21 23:18:20.023801,0,0,0.0,0.0,0.0,4273.47,66,472.0,União Estável,Mestrado/Doutorado,20.2,Vendedor,Própria,1,Sim,Não,Sim,Sim
O001732,C00997,Crédito Pessoal,Sudeste,2022-02-05 00:25:41.811412,2556.26,36,16.4,2025-02-05 00:25:41.811412,0,0,0.0,0.0,0.0,18470.3,59,676.0,Viúvo,Médio,27.7,Estudante,Alugada,5,Sim,Sim,Sim,Não
O001733,C02375,Financiamento Auto,Sudeste,2023-03-16 03:07:12.263419,13492.31,60,5.71,2028-03-16 03:07:12.263419,120,1,9299.091611036378,3156.92,0.34,13949.88,46,501.0,União Estável,Superior,17.7,Gerente,Própria,0,Sim,Não,Não,Sim
O001734,C00576,Cheque Especial,Sudeste,2019-09-27 16:34:33.684796,21070.87,48,10.91,2023-09-27 16:34:33.684796,30,0,0.0,0.0,0.0,19066.13,34,371.0,Divorciado,Médio,20.8,Analista,Financiada,2,Sim,Sim,Não,Não
O001735,C01036,Cartão de Crédito,Norte,2022-05-27 07:50:16.811591,32184.83,48,18.77,2026-05-27 07:50:16.811591,30,0,0.0,0.0,0.0,14381.34,23,495.0,Divorciado,Superior,12.7,Analista,Financiada,0,Sim,Não,Não,Sim
O001736,C00361,Crédito Pessoal,Centro-Oeste,2019-02-27 14:47:18.543782,30602.27,12,14.15,2020-02-27 14:47:18.543782,90,1,22973.58785064162,21396.25,0.93,8681.14,59,541.0,União Estável,Pós-graduação,23.7,Autônomo,Própria,0,Sim,Não,Não,Não
O001737,C02820,Crédito Pessoal,Norte,2023-09-27 11:23:11.329269,12682.26,60,19.6,2028-09-27 11:23:11.329269,15,0,0.0,0.0,0.0,8105.04,59,751.0,Casado,Mestrado/Doutorado,7.9,Autônomo,Cedido,0,Sim,Não,Sim,Não
O001738,C00296,Cartão de Crédito,Sudeste,2019-07-20 13:25:25.803897,10043.8,48,8.11,2023-07-20 13:25:25.803897,0,0,0.0,0.0,0.0,11161.5,20,615.0,Solteiro,Pós-graduação,26.8,Engenheiro,Alugada,1,Sim,Sim,Sim,Sim
O001739,C01427,Crédito Pessoal,Norte,2019-02-04 13:27:24.108443,22151.88,36,24.76,2022-02-04 13:27:24.108443,0,0,0.0,0.0,0.0,1591.39,34,302.0,Casado,Mestrado/Doutorado,22.3,Engenheiro,Cedido,3,Sim,Não,Sim,Sim
O001740,C02817,Crédito Pessoal,Nordeste,2020-07-26 11:43:50.789742,12905.66,12,13.91,2021-07-26 11:43:50.789742,15,0,0.0,0.0,0.0,10729.57,30,312.0,Viúvo,Fundamental,17.2,Estudante,Própria,0,Sim,Não,Não,Não
O001741,C01399,Consignado,Nordeste,2019-10-04 08:41:20.780258,48273.04,12,15.78,2020-10-04 08:41:20.780258,90,1,36863.67124459499,14327.45,0.39,12917.18,45,413.0,Viúvo,Mestrado/Doutorado,22.3,Gerente,Alugada,2,Sim,Não,Sim,Sim
O001742,C01771,Consignado,Centro-Oeste,2022-06-14 03:54:41.141633,48290.23,12,10.15,2023-06-14 03:54:41.141633,0,0,0.0,0.0,0.0,9999.77,39,596.0,Divorciado,Mestrado/Doutorado,28.0,Professor,Cedido,0,Sim,Não,Não,Sim
O001743,C02807,Cartão de Crédito,Norte,2021-01-18 22:31:49.902004,6110.96,24,11.78,2023-01-18 22:31:49.902004,60,0,0.0,0.0,0.0,15510.24,42,369.0,Casado,Médio,4.1,Estudante,Outros,0,Sim,Sim,Sim,Sim
O001744,C02701,Cheque Especial,Norte,2022-11-15 07:47:12.548942,35402.14,48,18.09,2026-11-15 07:47:12.548942,0,0,0.0,0.0,0.0,11143.98,36,389.0,União Estável,Pós-graduação,24.3,Professor,Própria,5,Sim,Sim,Não,Não
O001745,C02866,Crédito Pessoal,Nordeste,2023-08-07 22:49:03.379792,11797.28,60,11.83,2028-08-07 22:49:03.379792,0,0,0.0,0.0,0.0,12231.64,34,665.0,Viúvo,Médio,1.5,Gerente,Alugada,3,Não,Sim,Não,Sim
O001746,C00693,Crédito Pessoal,Sudeste,2023-05-12 21:24:56.341295,36012.89,60,19.37,2028-05-12 21:24:56.341295,0,0,0.0,0.0,0.0,10890.79,35,614.0,Solteiro,Superior,22.0,Estudante,Alugada,2,Sim,Não,Sim,Não
O001747,C00500,Cheque Especial,Sul,2022-09-04 21:40:20.933646,38471.78,24,10.72,2024-09-04 21:40:20.933646,15,0,0.0,0.0,0.0,19744.9,36,739.0,Divorciado,Pós-graduação,5.2,Engenheiro,Própria,5,Sim,Não,Sim,Não
O001748,C01068,Crédito Pessoal,Sudeste,2019-04-24 15:55:13.178756,2884.26,36,20.31,2022-04-24 15:55:13.178756,0,0,0.0,0.0,0.0,3543.77,25,396.0,Viúvo,Médio,30.0,Vendedor,Financiada,5,Sim,Sim,Sim,Não
O001749,C01133,Cheque Especial,Centro-Oeste,2019-09-10 00:00:46.358612,34919.74,48,18.5,2023-09-10 00:00:46.358612,90,1,21231.250517859542,19415.8,0.91,2999.35,67,499.0,Divorciado,Pós-graduação,26.6,Aposentado,Própria,2,Sim,Sim,Sim,Não
O001750,C01122,Cartão de Crédito,Sul,2020-01-14 09:34:00.039866,44891.45,12,9.24,2021-01-14 09:34:00.039866,180,1,28614.198179837786,15748.98,0.55,19179.55,42,619.0,Solteiro,Fundamental,2.2,Aposentado,Cedido,2,Sim,Sim,Sim,Sim
O001751,C01763,Cartão de Crédito,Sudeste,2020-08-16 05:10:10.588300,11206.97,24,6.0,2022-08-16 05:10:10.588300,0,0,0.0,0.0,0.0,3314.53,36,323.0,Casado,Pós-graduação,26.6,Analista,Própria,0,Sim,Sim,Não,Sim
O001752,C01242,Cheque Especial,Norte,2022-04-23 13:32:01.778959,6220.6,24,23.6,2024-04-23 13:32:01.778959,15,0,0.0,0.0,0.0,15867.04,53,417.0,Casado,Fundamental,27.9,Engenheiro,Alugada,0,Sim,Não,Sim,Não
O001753,C02197,Cheque Especial,Norte,2021-08-16 23:53:57.232758,28557.81,48,9.7,2025-08-16 23:53:57.232758,60,0,0.0,0.0,0.0,10016.63,40,812.0,Solteiro,Fundamental,27.8,Engenheiro,Própria,5,Sim,Não,Não,Não
O001754,C00947,Financiamento Auto,Nordeste,2020-07-26 14:21:49.768979,26114.23,60,16.54,2025-07-26 14:21:49.768979,0,0,0.0,0.0,0.0,4032.38,43,480.0,Viúvo,Superior,20.7,Gerente,Alugada,0,Sim,Não,Sim,Não
O001755,C01616,Consignado,Norte,2019-11-13 01:23:24.593823,44345.61,48,10.96,2023-11-13 01:23:24.593823,15,0,0.0,0.0,0.0,13885.51,29,588.0,Casado,Mestrado/Doutorado,11.6,Aposentado,Financiada,3,Não,Não,Não,Não
O001756,C00564,Consignado,Norte,2023-07-23 15:02:17.694498,22828.75,60,18.16,2028-07-23 15:02:17.694498,120,1,13733.710276539705,5191.23,0.38,1769.08,32,783.0,Divorciado,Médio,1.0,Estudante,Própria,2,Sim,Não,Sim,Sim
O001757,C00063,Crédito Pessoal,Centro-Oeste,2020-09-16 17:55:24.148073,20970.7,48,19.03,2024-09-16 17:55:24.148073,15,0,0.0,0.0,0.0,16831.64,46,553.0,Casado,Superior,23.3,Autônomo,Outros,4,Não,Não,Sim,Não
O001758,C01620,Crédito Pessoal,Sul,2020-10-08 13:46:12.369514,35841.52,60,6.49,2025-10-08 13:46:12.369514,30,0,0.0,0.0,0.0,15017.03,35,813.0,Solteiro,Superior,28.3,Autônomo,Cedido,2,Sim,Sim,Não,Sim
O001759,C01974,Cheque Especial,Sudeste,2022-11-09 21:09:09.164573,4332.69,24,6.0,2024-11-09 21:09:09.164573,0,0,0.0,0.0,0.0,11084.46,62,372.0,Viúvo,Médio,0.4,Gerente,Cedido,2,Não,Sim,Não,Não
O001760,C00394,Cheque Especial,Sudeste,2022-08-08 16:29:44.830087,3323.65,60,24.81,2027-08-08 16:29:44.830087,30,0,0.0,0.0,0.0,15863.64,39,366.0,União Estável,Pós-graduação,27.0,Aposentado,Alugada,1,Sim,Sim,Sim,Sim
O001761,C01527,Consignado,Centro-Oeste,2022-03-20 00:56:18.887915,25493.43,48,20.36,2026-03-20 00:56:18.887915,90,1,22133.333821936576,20487.64,0.93,6770.15,49,405.0,Casado,Pós-graduação,18.2,Vendedor,Financiada,0,Sim,Não,Sim,Não
O001762,C01502,Crédito Pessoal,Sul,2022-06-19 07:07:22.725502,4907.06,36,10.23,2025-06-19 07:07:22.725502,0,0,0.0,0.0,0.0,10364.86,41,763.0,Viúvo,Superior,19.0,Engenheiro,Financiada,1,Não,Sim,Não,Não
O001763,C02107,Consignado,Norte,2022-01-18 09:21:15.146817,46987.01,48,14.83,2026-01-18 09:21:15.146817,60,0,0.0,0.0,0.0,17357.82,64,421.0,Divorciado,Superior,10.4,Vendedor,Alugada,1,Sim,Não,Sim,Sim
O001764,C00520,Cartão de Crédito,Centro-Oeste,2019-12-17 21:10:14.189477,32884.94,24,24.16,2021-12-17 21:10:14.189477,15,0,0.0,0.0,0.0,4282.71,29,635.0,Casado,Mestrado/Doutorado,23.2,Autônomo,Outros,2,Sim,Não,Sim,Sim
O001765,C02867,Consignado,Norte,2020-03-25 21:32:17.289954,37805.6,60,15.88,2025-03-25 21:32:17.289954,0,0,0.0,0.0,0.0,11058.92,62,362.0,Solteiro,Mestrado/Doutorado,16.7,Aposentado,Outros,0,Não,Sim,Sim,Não
O001766,C00389,Consignado,Sudeste,2021-10-15 12:11:43.099312,11829.2,60,13.39,2026-10-15 12:11:43.099312,0,0,0.0,0.0,0.0,15386.37,54,407.0,Divorciado,Pós-graduação,8.6,Gerente,Própria,1,Sim,Sim,Sim,Sim
