id_transacao,id_cliente,data_transacao,valor_transacao,tipo_transacao
1501,89,2024-06-01,4658.87,ted
1502,490,2024-10-03,8810.33,doc
1503,315,2024-04-08,4041.76,pagamento
1504,198,2024-11-04,4041.15,ted
1505,43,2024-03-12,1004.24,saque
1506,429,2024-11-22,2806.58,ted
1507,162,2023-12-16,1934.62,doc
1508,435,2023-10-05,2416.19,pagamento
1509,934,2023-10-29,6780.58,doc
1510,709,2023-12-17,1801.86,pagamento
1511,41,2024-04-12,3569.84,doc
1512,77,2024-05-06,1375.69,saque
1513,117,2023-08-05,769.16,saque
1514,571,2023-12-31,7248.99,doc
1515,425,2024-05-02,1942.56,saque
1516,295,2024-07-28,1737.11,ted
1517,339,2024-12-20,854.8,saque
1518,622,2023-10-27,4302.95,doc
1519,643,2024-11-01,7184.06,ted
1520,154,2023-10-29,3951.57,ted
1521,302,2025-03-13,757.5,saque
1522,649,2023-07-20,1762.52,saque
1523,828,2023-11-21,6044.32,doc
1524,436,2025-01-21,9707.74,doc
1525,74,2024-05-18,705.13,saque
1526,157,2023-05-01,1862.48,ted
1527,39,2023-08-21,932.94,ted
1528,937,2023-05-09,1104.5,saque
1529,587,2024-07-06,4149.14,pagamento
1530,612,2024-01-16,1771.08,saque
1531,941,2023-07-12,4671.17,doc
1532,865,2024-11-17,7371.25,ted
1533,882,2023-10-26,1379.48,saque
1534,445,2025-03-16,1816.43,saque
1535,741,2024-04-17,6056.66,doc
1536,305,2023-11-28,3654.71,ted
1537,112,2024-01-04,5457.79,doc
1538,974,2024-08-07,1071.89,pagamento
1539,85,2025-02-10,2438.08,doc
1540,126,2025-03-18,1046.44,saque
1541,405,2023-07-02,6079.87,doc
1542,848,2023-06-20,258.09,saque
1543,644,2024-02-23,1203.24,saque
1544,996,2024-09-26,5947.08,doc
1545,511,2023-09-12,1458.52,saque
1546,201,2024-10-10,6128.51,ted
1547,357,2023-11-02,853.7,ted
1548,130,2023-05-14,9109.54,ted
1549,364,2024-03-12,8334.0,doc
1550,540,2024-12-30,6517.6,ted
1551,983,2023-05-21,4041.66,pagamento
1552,936,2025-02-20,3613.41,doc
1553,158,2024-06-06,4490.43,pagamento
1554,241,2023-04-12,1412.7,saque
1555,305,2025-01-25,3545.83,pagamento
1556,14,2023-07-13,7031.68,ted
1557,993,2024-09-14,4143.7,pagamento
1558,394,2024-08-03,919.81,saque
1559,358,2023-11-25,1379.34,pagamento
1560,674,2023-11-04,788.57,saque
1561,561,2023-04-24,8224.94,doc
1562,155,2023-12-21,2530.35,ted
1563,531,2023-08-06,6868.04,ted
1564,368,2024-11-30,651.48,doc
1565,875,2025-03-06,1065.95,saque
1566,852,2025-01-17,1368.03,doc
1567,570,2024-10-14,2659.37,ted
1568,47,2025-03-02,5288.9,ted
1569,231,2024-09-28,7565.92,ted
1570,491,2023-05-08,2720.12,pagamento
1571,453,2025-01-12,9740.74,doc
1572,894,2024-08-15,545.23,saque
1573,764,2023-06-02,1242.14,saque
1574,588,2025-01-11,573.13,doc
1575,534,2023-11-21,3535.41,pagamento
1576,235,2024-06-29,1153.42,doc
1577,305,2023-10-25,9386.13,ted
1578,540,2024-05-20,1463.44,pagamento
1579,712,2023-05-21,4766.34,ted
1580,786,2024-02-25,1380.34,saque
1581,406,2024-01-23,1846.86,pagamento
1582,127,2023-05-05,4493.19,pagamento
1583,711,2023-10-09,4766.19,pagamento
1584,152,2024-11-06,9446.05,doc
1585,443,2024-11-04,886.65,doc
1586,75,2025-01-22,928.72,saque
1587,359,2024-03-13,4790.4,pagamento
1588,246,2023-08-23,6785.03,ted
1589,170,2025-03-13,7476.07,ted
1590,240,2023-12-21,2154.09,pagamento
1591,236,2024-06-26,2086.29,doc
1592,3,2025-03-15,1100.63,ted
1593,131,2024-04-08,1262.43,saque
1594,401,2023-05-01,860.88,pagamento
1595,991,2024-12-30,2084.08,ted
1596,636,2024-09-25,1273.53,pagamento
1597,642,2023-05-25,3141.95,pagamento
1598,677,2024-05-08,9741.72,ted
1599,14,2024-05-24,1898.52,saque
1600,490,2023-09-20,3847.72,pagamento
1601,759,2023-08-16,8290.61,doc
1602,846,2023-12-01,4816.04,pagamento
1603,695,2024-11-03,7953.74,ted
1604,740,2023-04-04,3587.19,pagamento
1605,908,2024-02-27,3091.76,ted
1606,802,2023-12-28,5065.49,doc
1607,998,2023-07-06,204.49,saque
1608,645,2024-05-19,1411.41,saque
1609,143,2023-06-23,4761.27,ted
1610,74,2024-06-29,3441.87,ted
1611,572,2024-01-27,2629.81,doc
1612,428,2023-12-14,6102.51,doc
1613,947,2023-04-10,350.87,pagamento
1614,70,2023-04-20,5307.79,doc
1615,877,2023-08-09,879.31,ted
1616,713,2024-08-01,2498.88,pagamento
1617,270,2024-01-29,3529.11,ted
1618,592,2024-12-16,433.63,saque
1619,636,2024-11-16,465.7,saque
1620,592,2024-09-27,1631.32,saque
1621,274,2024-11-01,388.25,saque
1622,941,2024-06-18,1257.41,saque
1623,557,2023-08-16,8834.16,ted
1624,948,2023-05-24,113.12,saque
1625,241,2025-03-11,8533.61,doc
1626,592,2023-10-04,9598.57,doc
1627,944,2024-03-08,2520.44,doc
1628,823,2024-02-13,6946.15,ted
1629,512,2024-08-31,2274.21,pagamento
1630,423,2024-08-20,8724.85,doc
1631,31,2024-03-15,793.23,saque
1632,169,2024-03-20,1444.57,saque
1633,185,2023-10-11,1604.1,saque
1634,673,2024-02-25,1600.6,ted
1635,560,2024-04-19,1939.24,saque
1636,400,2024-10-26,231.85,saque
1637,888,2024-10-28,7473.04,ted
1638,470,2024-06-23,630.46,saque
1639,738,2024-06-09,707.0,doc
1640,694,2025-02-14,1619.59,pagamento
1641,181,2024-10-22,6302.97,doc
1642,47,2023-09-14,1115.42,saque
1643,647,2025-03-20,3375.89,doc
1644,540,2023-08-26,7953.92,ted
1645,561,2023-09-13,516.94,saque
1646,539,2024-06-14,7317.37,doc
1647,733,2024-11-29,1300.03,saque
1648,69,2024-10-17,2253.96,ted
1649,431,2023-05-11,1073.57,pagamento
1650,32,2024-08-11,2221.51,ted
1651,513,2023-07-12,539.65,saque
1652,248,2023-08-25,6648.49,doc
1653,776,2023-12-26,9337.92,doc
1654,476,2024-06-03,2480.11,pagamento
1655,985,2023-06-13,1154.87,saque
1656,397,2024-10-19,4950.93,pagamento
1657,743,2023-10-31,118.63,saque
1658,428,2025-02-02,2213.54,pagamento
1659,428,2024-09-21,9282.07,doc
1660,697,2023-10-17,5989.78,ted
1661,793,2024-10-02,1226.14,pagamento
1662,310,2024-01-28,504.02,doc
1663,340,2024-08-04,6346.35,ted
1664,825,2023-04-03,5917.36,ted
1665,628,2025-03-20,1862.07,doc
1666,989,2024-08-30,7523.25,ted
1667,444,2024-11-12,2315.68,pagamento
1668,969,2024-01-28,250.92,saque
1669,973,2023-09-26,5901.74,doc
1670,861,2024-04-26,8047.19,doc
1671,302,2024-02-01,2669.41,pagamento
1672,77,2024-09-29,493.69,pagamento
1673,944,2025-02-09,9641.51,ted
1674,785,2024-05-03,1729.82,saque
1675,599,2023-11-06,7597.32,doc
1676,285,2025-02-21,3673.01,ted
1677,66,2024-10-19,8398.81,doc
1678,632,2025-03-04,3181.92,pagamento
1679,368,2024-11-05,6344.17,doc
1680,862,2024-11-24,868.71,ted
1681,212,2024-06-15,1360.59,doc
1682,730,2023-06-28,558.74,doc
1683,792,2024-10-09,3926.36,ted
1684,683,2023-12-14,3618.08,pagamento
1685,317,2023-11-20,356.31,saque
1686,154,2023-04-13,516.75,ted
1687,835,2023-07-22,7632.89,doc
1688,669,2024-01-14,1988.88,saque
1689,436,2023-06-15,7993.33,doc
1690,883,2025-03-04,3560.26,doc
1691,523,2024-01-06,5853.74,doc
1692,80,2024-03-12,4168.78,ted
1693,30,2023-04-24,780.12,saque
1694,368,2023-06-24,9422.47,ted
1695,596,2025-01-03,149.12,saque
1696,701,2024-12-19,3618.94,pagamento
1697,283,2024-05-11,1919.18,saque
1698,232,2025-03-03,6544.88,doc
1699,336,2023-10-26,6863.96,doc
1700,245,2023-07-10,2724.6,ted
1701,358,2024-04-11,337.24,saque
1702,22,2024-01-16,4829.41,ted
1703,659,2024-06-15,1443.94,saque
1704,603,2024-11-03,2663.72,doc
1705,795,2024-07-10,7424.86,ted
1706,590,2024-05-02,1161.66,ted
1707,741,2024-12-14,875.92,doc
1708,210,2024-01-30,1273.22,saque
1709,856,2024-10-21,386.29,saque
1710,870,2024-10-28,3887.37,doc
1711,101,2023-12-25,5685.16,ted
1712,10,2024-03-10,4816.75,pagamento
1713,455,2024-03-11,831.19,saque
1714,944,2024-04-12,4056.92,pagamento
1715,51,2025-02-20,3508.12,pagamento
1716,377,2023-04-24,5055.22,doc
1717,51,2024-08-13,1376.48,saque
1718,791,2024-11-02,52.45,saque
1719,220,2024-07-11,3407.14,ted
1720,569,2024-08-28,572.89,saque
1721,115,2023-04-15,5008.19,ted
1722,149,2024-04-17,1794.8,pagamento
1723,839,2023-11-18,785.69,pagamento
1724,733,2023-09-25,1480.4,doc
1725,634,2024-04-21,1430.41,doc
1726,479,2023-11-16,1154.87,saque
1727,380,2025-01-28,866.11,saque
1728,476,2023-05-27,1432.98,doc
1729,679,2024-10-07,2596.79,pagamento
1730,277,2025-02-12,3715.57,pagamento
1731,570,2023-05-04,3766.41,pagamento
1732,687,2023-07-30,3129.19,pagamento
1733,519,2025-01-09,7098.91,ted
1734,259,2024-11-09,308.37,saque
1735,356,2024-03-16,1247.32,saque
1736,364,2024-11-17,791.91,ted
1737,593,2024-09-21,1850.29,saque
1738,322,2024-12-30,9730.68,doc
1739,483,2023-12-17,1158.19,saque
1740,75,2024-10-25,5492.64,ted
1741,997,2023-07-09,6037.42,ted
1742,768,2024-02-06,3657.11,pagamento
1743,527,2025-02-03,3865.32,pagamento
1744,499,2024-02-03,1118.27,pagamento
1745,663,2024-09-20,7873.23,doc
1746,626,2024-03-04,203.95,saque
1747,653,2024-11-12,659.42,saque
1748,542,2024-07-02,5305.2,ted
1749,962,2023-10-06,69.06,saque
1750,549,2025-01-03,8288.88,doc
1751,930,2024-08-29,2216.12,ted
1752,214,2023-11-15,881.92,saque
1753,807,2023-12-27,1152.99,saque
1754,555,2024-12-13,164.11,pagamento
1755,776,2024-10-22,1629.27,saque
1756,447,2025-03-13,4188.87,pagamento
1757,68,2024-11-29,6698.74,doc
1758,178,2024-08-02,8134.31,ted
1759,3,2024-01-23,1115.69,ted
1760,534,2023-10-21,9898.5,doc
1761,912,2024-09-04,6073.93,doc
1762,308,2023-10-25,6072.31,ted
1763,642,2025-02-13,1262.17,ted
1764,560,2023-04-03,2229.64,ted
1765,775,2024-01-20,3589.41,pagamento
1766,777,2024-10-19,2208.05,pagamento
1767,953,2025-01-07,3033.81,doc
1768,340,2024-03-24,999.22,saque
1769,366,2024-12-23,4617.38,ted
1770,263,2024-03-09,9876.72,doc
1771,840,2023-05-18,1249.77,saque
1772,306,2025-01-14,959.88,saque
1773,308,2024-03-24,2813.05,pagamento
1774,997,2024-10-08,849.49,doc
1775,810,2025-02-18,684.86,pagamento
1776,625,2023-05-09,980.5,saque
1777,636,2024-02-07,7393.82,ted
1778,476,2024-08-26,625.97,saque
1779,107,2024-12-17,7792.15,ted
1780,970,2023-07-29,8952.39,ted
1781,198,2024-11-28,7317.76,doc
1782,556,2024-03-26,5306.3,doc
1783,316,2024-02-24,3640.29,pagamento
1784,601,2024-10-14,1236.56,saque
1785,371,2023-09-09,832.83,saque
1786,650,2023-11-18,67.57,pagamento
1787,235,2023-09-03,197.37,pagamento
1788,8,2025-01-07,1618.26,saque
1789,134,2023-08-20,1384.7,pagamento
1790,360,2024-06-24,3062.31,ted
1791,138,2023-12-25,6297.46,doc
1792,144,2024-03-29,4530.41,pagamento
1793,620,2024-11-12,9901.08,ted
1794,447,2025-02-12,1354.24,pagamento
1795,874,2025-02-06,119.27,pagamento
1796,633,2024-10-23,3482.46,pagamento
1797,837,2024-07-30,2938.64,ted
1798,780,2023-06-19,3312.61,pagamento
1799,812,2023-04-01,7124.59,doc
1800,193,2024-01-05,273.56,saque
1801,302,2023-08-31,7346.43,ted
1802,805,2024-11-26,1973.39,doc
1803,593,2024-12-09,1996.23,pagamento
1804,954,2023-07-06,1177.66,pagamento
1805,928,2024-03-23,6563.21,ted
1806,6,2024-01-10,490.61,saque
1807,222,2023-12-06,996.36,pagamento
1808,923,2024-05-17,9683.39,ted
1809,962,2025-02-16,4964.65,pagamento
1810,290,2023-12-19,1126.43,pagamento
1811,956,2024-11-12,682.9,saque
1812,506,2023-10-03,6976.14,doc
1813,366,2023-11-24,1639.61,saque
1814,309,2023-10-25,985.92,saque
1815,918,2024-04-14,522.24,saque
1816,988,2023-12-25,7673.62,ted
1817,454,2024-12-08,2529.93,pagamento
1818,327,2023-08-28,3870.94,pagamento
1819,276,2024-05-27,5021.84,doc
1820,480,2024-10-08,1214.02,pagamento
1821,265,2024-09-16,8721.06,ted
1822,85,2023-04-10,7944.9,doc
1823,469,2024-10-22,9827.18,doc
1824,130,2025-03-03,3211.2,pagamento
1825,88,2024-12-25,9814.26,doc
1826,985,2024-06-28,1519.09,saque
1827,507,2023-11-23,1538.66,saque
1828,600,2025-01-24,1359.96,saque
1829,701,2023-06-14,1004.9,saque
1830,348,2024-05-30,4980.08,doc
1831,364,2024-11-15,3816.42,doc
1832,554,2025-03-22,2685.52,ted
1833,169,2024-09-15,9239.06,doc
1834,688,2023-11-19,2013.87,pagamento
1835,189,2023-08-19,6468.79,doc
1836,932,2023-11-20,398.45,saque
1837,18,2024-02-01,9770.0,doc
1838,225,2024-08-09,94.0,saque
1839,718,2024-11-28,101.36,saque
1840,620,2023-05-18,1430.41,pagamento
1841,71,2023-09-07,9960.92,ted
1842,447,2024-09-29,114.73,saque
1843,107,2023-05-10,5075.1,doc
1844,904,2024-03-10,6258.68,doc
1845,126,2024-08-11,9373.73,ted
1846,952,2023-12-12,3483.94,pagamento
1847,786,2024-11-22,1895.28,doc
1848,944,2025-03-03,1572.61,saque
1849,720,2023-05-02,4785.83,doc
1850,423,2024-07-11,409.32,pagamento
1851,823,2025-01-26,2668.03,pagamento
1852,991,2023-11-25,8062.35,doc
1853,72,2024-06-14,1876.58,saque
1854,153,2024-09-02,9906.43,doc
1855,686,2023-04-08,1302.73,saque
1856,51,2024-12-18,1829.9,pagamento
1857,73,2024-01-02,1780.92,doc
1858,763,2024-10-30,4087.59,doc
1859,981,2023-11-25,685.01,saque
1860,494,2024-05-22,2451.52,ted
1861,824,2023-04-17,659.51,saque
1862,848,2024-10-17,2633.17,pagamento
1863,803,2024-09-07,2423.74,doc
1864,834,2023-09-24,2971.33,pagamento
1865,349,2025-03-07,3747.92,pagamento
1866,515,2024-04-05,4375.43,pagamento
1867,214,2023-12-08,695.79,saque
1868,841,2024-12-04,3878.52,ted
1869,784,2024-05-04,1627.8,saque
1870,313,2024-01-23,4171.66,doc
1871,210,2023-12-07,1823.41,doc
1872,60,2023-09-08,68.61,saque
1873,15,2025-02-01,1627.87,saque
1874,737,2024-06-18,1288.08,saque
1875,131,2023-05-30,1648.6,saque
1876,17,2024-03-15,1706.99,saque
1877,992,2024-08-29,406.29,saque
1878,423,2024-04-01,1185.22,saque
1879,655,2024-05-27,5067.72,doc
1880,80,2023-10-22,555.71,pagamento
1881,216,2025-01-18,6486.77,doc
1882,133,2024-12-10,1432.54,pagamento
1883,629,2024-10-13,843.52,saque
1884,747,2023-05-13,350.22,pagamento
1885,345,2024-03-16,817.03,saque
1886,558,2024-11-29,143.65,saque
1887,84,2024-04-19,1405.39,saque
1888,828,2023-04-01,420.93,saque
1889,395,2023-10-22,1913.05,saque
1890,863,2024-01-02,1589.28,saque
1891,681,2024-01-12,2733.81,ted
1892,849,2023-11-01,3234.21,pagamento
1893,340,2024-08-04,2490.43,pagamento
1894,463,2023-12-28,4762.9,pagamento
1895,15,2024-02-05,1269.5,pagamento
1896,60,2025-03-15,697.46,pagamento
1897,790,2023-07-13,1344.09,ted
1898,934,2023-07-26,1259.81,saque
1899,133,2023-05-10,1074.42,pagamento
1900,731,2024-10-09,1874.56,pagamento
1901,432,2024-05-16,1081.59,saque
1902,66,2023-11-06,4781.42,ted
1903,117,2023-10-12,7819.99,doc
1904,149,2024-12-13,1667.17,saque
1905,886,2024-05-22,5514.28,ted
1906,976,2023-06-15,4304.82,pagamento
1907,526,2025-03-17,5662.01,doc
1908,436,2024-11-17,8846.99,doc
1909,828,2023-06-02,4046.32,pagamento
1910,137,2025-01-02,1814.22,saque
1911,280,2025-02-25,1004.96,doc
1912,513,2023-06-09,1684.38,doc
1913,202,2023-12-01,4758.63,doc
1914,778,2024-02-19,1469.41,saque
1915,897,2024-01-16,1160.69,saque
1916,762,2024-12-07,8510.46,ted
1917,912,2023-11-14,3677.29,pagamento
1918,389,2024-07-09,4345.57,pagamento
1919,967,2023-07-26,9350.2,doc
1920,985,2024-03-28,1750.39,saque
1921,785,2023-11-25,4297.98,pagamento
1922,986,2023-04-22,2994.9,pagamento
1923,545,2023-11-25,781.04,doc
1924,580,2023-07-19,8249.09,doc
1925,804,2023-04-28,1704.94,saque
1926,931,2023-09-09,3544.14,pagamento
1927,573,2023-09-17,1580.94,saque
1928,332,2023-05-06,420.47,pagamento
1929,727,2024-08-08,4505.98,ted
1930,909,2024-09-10,930.65,ted
1931,872,2023-08-13,7686.6,ted
1932,45,2024-10-28,1444.59,saque
1933,67,2024-07-12,2145.04,pagamento
1934,974,2023-11-30,9531.48,ted
1935,816,2023-04-18,114.18,saque
1936,234,2025-03-13,1900.74,saque
1937,733,2024-05-24,994.12,saque
1938,624,2024-02-11,3242.57,pagamento
1939,94,2024-12-30,6523.84,ted
1940,293,2024-07-26,7589.91,doc
1941,838,2023-12-31,2336.23,pagamento
1942,165,2024-10-02,2305.75,pagamento
1943,786,2023-04-22,654.91,ted
1944,954,2023-09-29,1002.6,saque
1945,722,2024-03-05,3147.91,ted
1946,475,2024-08-31,3777.14,ted
1947,813,2023-12-06,4793.58,pagamento
1948,44,2023-04-28,438.54,pagamento
1949,636,2023-07-31,3802.01,ted
1950,519,2025-02-17,3372.79,ted
1951,624,2024-04-02,2861.06,pagamento
1952,18,2023-05-01,1002.97,pagamento
1953,890,2024-03-22,353.96,pagamento
1954,678,2023-10-12,1270.21,doc
1955,338,2024-03-05,1007.07,saque
1956,360,2023-11-12,1947.95,saque
1957,321,2024-01-11,1317.85,saque
1958,992,2024-04-27,2555.54,pagamento
1959,953,2024-08-03,5387.24,ted
1960,916,2025-01-19,677.88,doc
1961,429,2024-12-09,3576.35,pagamento
1962,321,2024-01-17,5917.27,doc
1963,604,2023-09-14,3428.13,pagamento
1964,899,2025-03-04,1271.68,saque
1965,29,2023-05-28,5316.53,ted
1966,75,2024-06-16,3542.95,pagamento
1967,416,2023-05-28,6116.26,ted
1968,340,2024-12-27,1989.31,doc
1969,615,2024-07-29,3527.61,pagamento
1970,220,2024-09-04,1445.69,pagamento
1971,729,2023-07-30,1816.74,saque
1972,959,2024-10-01,172.88,saque
1973,154,2024-01-13,1685.77,doc
1974,827,2025-01-01,3226.64,pagamento
1975,927,2024-05-20,7955.95,doc
1976,761,2024-11-23,4120.17,doc
1977,135,2024-10-04,2115.84,pagamento
1978,456,2024-09-24,7489.53,ted
1979,382,2025-01-01,4405.93,pagamento
1980,950,2024-05-21,324.02,saque
1981,447,2023-12-02,8717.2,ted
1982,414,2024-12-06,613.65,saque
1983,196,2024-08-13,3757.45,doc
1984,281,2024-03-21,2807.64,ted
1985,730,2023-08-26,1805.79,saque
1986,60,2023-06-19,899.86,saque
1987,165,2023-07-12,3732.74,ted
1988,981,2024-06-30,8594.49,doc
1989,289,2023-09-28,921.36,pagamento
1990,428,2023-07-15,2091.05,pagamento
1991,673,2023-04-26,7677.98,ted
1992,361,2023-08-06,718.9,saque
1993,124,2024-08-14,1432.47,saque
1994,182,2024-12-01,8122.83,doc
1995,948,2023-12-11,1586.54,saque
1996,690,2023-07-18,426.59,saque
1997,491,2024-07-06,4521.81,pagamento
1998,438,2024-03-15,7405.86,ted
1999,401,2023-10-02,3066.4,doc
2000,428,2024-11-20,9926.28,doc
2001,517,2023-12-09,1556.75,pagamento
2002,903,2023-07-06,5093.98,ted
2003,827,2025-01-20,1887.21,pagamento
2004,813,2023-12-29,106.89,pagamento
2005,484,2024-10-16,1493.1,saque
2006,339,2024-04-24,8493.78,doc
2007,528,2024-08-09,7910.7,doc
2008,872,2023-10-03,1905.48,saque
2009,615,2023-06-06,9198.36,ted
2010,941,2024-09-28,558.48,pagamento
2011,573,2024-06-29,6341.71,ted
2012,756,2025-01-28,2801.19,pagamento
2013,344,2024-12-02,2942.31,ted
2014,931,2024-11-05,711.66,saque
2015,25,2024-11-13,6835.73,doc
2016,817,2024-10-11,1989.24,saque
2017,595,2024-10-22,4131.08,pagamento
2018,588,2024-08-27,8601.65,doc
2019,43,2023-06-15,2614.26,doc
2020,656,2024-12-16,1712.04,saque
2021,70,2024-01-21,4856.78,pagamento
2022,872,2024-05-13,391.4,saque
2023,323,2024-06-20,6067.06,doc
2024,251,2023-06-22,547.47,saque
2025,682,2024-08-15,2169.84,ted
2026,2,2023-08-18,290.33,saque
2027,706,2024-07-01,1327.6,saque
2028,570,2024-03-20,1830.0,doc
2029,289,2024-03-02,571.13,saque
2030,780,2024-02-06,366.83,saque
2031,600,2023-06-16,574.91,saque
2032,581,2023-03-25,1669.33,ted
2033,433,2024-07-12,3155.32,pagamento
2034,964,2023-06-04,1187.85,pagamento
2035,977,2024-01-30,2731.61,ted
2036,624,2025-01-11,4591.4,doc
2037,995,2024-03-20,3585.6,pagamento
2038,630,2023-08-22,2177.92,doc
2039,290,2024-12-03,6706.26,doc
2040,360,2024-07-30,2244.78,ted
2041,552,2024-02-22,2384.63,pagamento
2042,864,2024-06-22,2721.74,ted
2043,503,2023-06-29,2174.82,pagamento
2044,879,2024-10-13,7295.18,doc
2045,466,2024-01-09,97.43,pagamento
2046,386,2024-11-30,715.75,saque
2047,477,2024-08-01,2899.88,doc
2048,972,2024-11-30,3862.31,doc
2049,600,2024-05-01,4219.3,pagamento
2050,977,2025-02-28,9925.44,ted
2051,86,2023-05-24,4900.94,ted
2052,164,2024-11-29,9967.33,doc
2053,238,2024-06-24,1415.93,saque
2054,238,2023-07-16,1118.05,saque
2055,559,2024-03-11,2080.98,ted
2056,499,2024-01-09,1944.57,ted
2057,339,2024-08-26,1089.43,ted
2058,992,2023-06-28,1527.55,pagamento
2059,547,2023-11-21,842.24,saque
2060,253,2024-08-30,9596.17,ted
2061,473,2023-11-21,594.74,saque
2062,838,2024-09-06,5996.47,ted
2063,458,2024-02-15,1347.75,pagamento
2064,741,2023-07-07,4482.75,ted
2065,328,2023-11-17,1624.65,saque
2066,863,2024-01-04,6721.06,ted
2067,619,2024-11-03,1090.34,saque
2068,198,2024-10-18,5500.93,doc
2069,938,2024-04-05,7804.68,ted
2070,220,2023-07-27,7095.63,doc
2071,216,2024-03-20,6443.86,ted
2072,161,2025-03-16,6957.23,ted
2073,918,2024-01-14,4366.95,pagamento
2074,180,2024-03-04,4158.84,ted
2075,764,2024-10-20,4520.87,pagamento
2076,75,2023-08-05,975.56,saque
2077,123,2024-04-10,2004.46,pagamento
2078,890,2023-08-02,645.88,pagamento
2079,837,2025-01-22,4677.57,pagamento
2080,269,2024-06-18,1246.98,pagamento
2081,149,2024-12-08,587.41,saque
2082,680,2025-03-06,2158.88,pagamento
2083,395,2023-11-02,9214.31,doc
2084,856,2023-10-06,1176.79,doc
2085,547,2024-05-25,3885.54,pagamento
2086,355,2023-10-15,3580.22,ted
2087,593,2023-04-02,6654.18,ted
2088,703,2023-08-20,5149.32,ted
2089,954,2024-02-25,1648.49,saque
2090,381,2024-01-21,1078.77,saque
2091,974,2023-04-01,1053.51,doc
2092,176,2023-06-23,3845.51,pagamento
2093,84,2023-04-24,7501.68,doc
2094,451,2023-04-24,7087.78,doc
2095,618,2024-10-25,535.18,pagamento
2096,708,2025-02-18,8949.36,ted
2097,238,2023-05-23,4037.59,pagamento
2098,13,2023-10-12,1780.18,ted
2099,210,2025-02-19,6211.38,doc
2100,996,2023-10-29,1317.83,saque
2101,772,2024-11-01,3532.91,pagamento
2102,213,2023-10-24,9280.58,ted
2103,117,2023-07-13,670.16,saque
2104,410,2023-09-05,1393.05,pagamento
2105,996,2024-09-24,971.49,doc
2106,960,2024-07-08,4952.04,doc
2107,23,2024-04-24,1346.16,pagamento
2108,988,2025-03-01,1552.0,ted
2109,970,2024-12-14,840.69,ted
2110,207,2023-10-24,1413.82,saque
2111,483,2025-01-11,2287.78,pagamento
2112,103,2024-03-23,6980.33,doc
2113,35,2024-08-24,946.5,pagamento
2114,280,2024-12-19,1268.94,doc
2115,659,2025-03-07,1787.35,ted
2116,756,2023-09-10,1950.09,ted
2117,665,2024-04-07,541.42,ted
2118,453,2023-04-28,1353.07,doc
2119,363,2023-10-27,6178.95,ted
2120,739,2024-09-24,7198.28,ted
2121,98,2024-03-15,7117.76,doc
2122,439,2024-08-27,1224.61,pagamento
2123,973,2024-12-29,6292.26,ted
2124,12,2023-04-10,5345.93,doc
2125,639,2024-05-20,2798.43,pagamento
2126,636,2024-02-18,3678.49,ted
2127,170,2024-03-31,1815.95,pagamento
2128,297,2024-08-12,826.89,saque
2129,216,2023-09-03,1277.46,saque
2130,510,2023-06-03,5598.83,ted
2131,496,2023-04-20,2909.39,doc
2132,229,2024-02-15,1974.82,saque
2133,980,2023-08-11,1798.33,saque
2134,281,2024-08-12,1413.05,ted
2135,667,2023-12-16,3091.87,ted
2136,997,2023-04-29,6905.77,ted
2137,348,2023-09-25,8432.45,ted
2138,982,2024-02-16,1367.01,saque
2139,142,2024-07-19,6829.5,doc
2140,232,2024-10-27,2070.22,pagamento
2141,875,2024-06-06,841.32,doc
2142,384,2025-01-02,1726.47,saque
2143,952,2024-12-15,2784.0,pagamento
2144,472,2023-10-14,3982.0,pagamento
2145,670,2024-02-07,9587.58,doc
2146,997,2023-05-26,1836.2,saque
2147,875,2023-10-24,699.71,saque
2148,596,2023-12-23,8143.07,doc
2149,445,2023-07-01,4057.78,pagamento
2150,792,2024-11-23,7232.7,doc
2151,639,2024-03-16,6840.29,doc
2152,422,2024-10-23,4542.55,ted
2153,413,2024-10-13,4707.15,ted
2154,331,2023-06-16,8974.24,doc
2155,163,2024-04-08,1995.92,saque
2156,908,2023-07-19,3698.68,pagamento
2157,725,2024-04-23,3887.44,doc
2158,484,2023-12-10,4893.15,pagamento
2159,790,2023-04-07,4459.15,ted
2160,707,2025-02-21,1806.55,saque
2161,40,2023-07-11,567.32,saque
2162,811,2025-02-22,4733.85,pagamento
2163,685,2023-05-20,1904.03,pagamento
2164,885,2023-07-06,5238.14,doc
2165,745,2023-05-31,342.13,saque
2166,351,2023-11-16,9160.27,ted
2167,353,2024-08-13,7796.77,doc
2168,917,2023-04-20,8146.8,doc
2169,85,2024-04-03,4184.31,doc
2170,684,2024-06-08,4942.66,pagamento
2171,713,2025-01-04,4620.83,doc
2172,821,2023-06-02,1551.84,pagamento
2173,179,2025-03-03,2487.73,pagamento
2174,936,2024-10-22,7255.67,ted
2175,36,2023-08-15,9031.64,ted
2176,146,2023-06-17,3563.48,doc
2177,380,2024-09-28,7629.89,doc
2178,87,2024-10-15,111.62,saque
2179,315,2023-09-03,1806.73,ted
2180,958,2023-09-10,9179.28,doc
2181,706,2023-04-02,8164.43,doc
2182,487,2023-10-23,1723.62,saque
2183,543,2023-07-12,438.67,pagamento
2184,824,2023-08-31,1298.0,saque
2185,748,2023-06-13,1960.84,saque
2186,23,2025-03-17,5414.76,doc
2187,519,2024-10-03,1241.29,saque
